Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Muller A.|FRA|Right-Handed|1.61|Lokoli L.|FRA|Right-Handed|2.23|0.0|-2.0|430.0|-3.0|-5.0
clay|Napolitano S.|ITA|Right-Handed|1.42|Zekic M.|SRB|Right-Handed|2.68|0.0|-7.0|-90.0|11.0|11.0
hard|Alcaraz C.|ESP|Right-Handed|1.2|Zverev A.|DEU|Right-Handed|4.61|0.0|-7.0|6960.0|-18.0|-13.0
clay|Gaston H.|FRA|Left-Handed|1.27|Giannessi A.|ITA|Left-Handed|3.58|0.0|-9.0|326.0|-14.0|-12.0
clay|Ramos-Vinolas A.|ESP|Left-Handed|1.31|Melzer G.|AUT|Left-Handed|3.3|0.0|3.0|450.0|-4.0|0.0
hard|Celikbilek A.|TUR|Right-Handed|1.45|Oliel Y.|ISR|Left-Handed|2.65|0.0|3.0|115.0|-6.0|-3.0
hard|Gerasimov E.|BLR|Right-Handed|1.67|Li Z.|CHN|Right-Handed|2.06|0.0|-5.0|207.0|9.0|11.0
hard|O'Connell C.|AUS|Right-Handed|1.27|Uchiyama Y.|JPN|Right-Handed|3.55|0.0|-4.0|323.0|0.0|0.0
clay|Carballes Baena R.|ESP|Right-Handed|1.31|Ymer E.|SWE|Right-Handed|3.34|0.0|3.0|520.0|-2.0|0.0
hard|Zeppieri G.|ITA|Left-Handed|1.4|Janvier M.|FRA|Right-Handed|2.84|0.0|-4.0|208.0|-2.0|-8.0
clay|Nagal S.|IND|Right-Handed|1.65|Sachko V.|UKR|Right-Handed|2.17|0.0|1.0|-116.0|1.0|-5.0
clay|Rodriguez Taverna S.|ARG|Right-Handed|2.09|Gakhov I.|RUS|Left-Handed|1.68|0.0|-3.0|-5.0|2.0|0.0
