Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
indoors|Pospisil V.|CAN|Right-Handed|1.25|Kolar Z.|CZE|Right-Handed|3.78|0.0|8.0|57.0|12.0|8.0
clay|Kicker N.|ARG|Right-Handed|1.4|Agamenone F.|ITA|Right-Handed|2.87|0.0|-1.0|-101.0|-7.0|-10.0
Varioussurfaces|Lehecka J.|CZE|Right-Handed|1.35|Borges N.|PRT|Right-Handed|3.17|0.0|-5.0|205.0|5.0|-2.0
Varioussurfaces|Coric B.|HRV|Right-Handed|1.14|Novak D.|AUT|Right-Handed|5.5|0.0|0.0|1391.0|5.0|5.0
Varioussurfaces|Rune H.|DNK|Right-Handed|1.03|Nagal S.|IND|Right-Handed|13.17|0.0|-6.0|2806.0|-1.0|7.0
Varioussurfaces|Jarry N.|CHL|Right-Handed|1.57|Bublik A.|KAZ|Right-Handed|2.38|0.0|-1.0|-760.0|13.0|0.0
Varioussurfaces|Gojo B.|HRV|Right-Handed|2.56|Thiem D.|AUT|Right-Handed|1.5|0.0|-3.0|-260.0|11.0|11.0
Varioussurfaces|Ruusuvuori E.|FIN|Right-Handed|1.18|Cachin P.|ARG|Right-Handed|4.7|0.0|-3.0|132.0|2.0|3.0
Varioussurfaces|Daniel T.|JPN|Right-Handed|1.24|Zuk K.|POL|Right-Handed|3.76|0.0|7.0|193.0|2.0|8.0
Varioussurfaces|Skatov T.|KAZ|Right-Handed|2.53|Garin C.|CHL|Right-Handed|1.5|0.0|-6.0|-366.0|-12.0|-12.0
hard|Hijikata R.|AUS|Right-Handed|1.35|Shimizu Y.|JPN|Left-Handed|3.08|0.0|-1.0|259.0|6.0|15.0
Varioussurfaces|Goffin D.|BEL|Right-Handed|1.14|Hong S.|KOR|Right-Handed|5.41|0.0|6.0|793.0|5.0|5.0
hard|Duckworth J.|AUS|Right-Handed|1.73|Polmans M.|AUS|Right-Handed|2.05|0.0|5.0|50.0|4.0|-5.0
Varioussurfaces|Van Rijthoven T.|NLD|Right-Handed|2.21|Molcan A.|SVK|Left-Handed|1.64|0.0|1.0|-334.0|16.0|10.0
Varioussurfaces|Mannarino A.|FRA|Left-Handed|2.05|Fucsovics M.|HUN|Right-Handed|1.7|0.0|4.0|284.0|-3.0|-8.0
Varioussurfaces|Machac T.|CZE|Right-Handed|1.67|Sousa J.|PRT|Right-Handed|2.17|0.0|-12.0|-132.0|-1.0|-2.0
clay|Vavassori A.|ITA|Right-Handed|1.77|Pellegrino A.|ITA|Right-Handed|2.0|0.0|1.0|48.0|-3.0|8.0
clay|Dellien H.|BOL|Right-Handed|1.42|Seyboth Wild T.|BRA|Right-Handed|2.8|0.0|7.0|-72.0|-3.0|-5.0
Varioussurfaces|Griekspoor T.|NLD|Right-Handed|1.15|Klein L.|SVK|Right-Handed|5.2|0.0|2.0|572.0|0.0|-5.0
clay|Ugo Carabelli C.|ARG|Right-Handed|1.3|Mena F.|ARG|Right-Handed|3.41|0.0|-7.0|48.0|5.0|2.0
Varioussurfaces|Wawrinka S.|CHE|Right-Handed|1.57|Altmaier D.|DEU|Right-Handed|2.38|0.0|12.0|-172.0|-9.0|-9.0
