Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
indoors|Gaston H.|FRA|Left-Handed|1.54|Zeppieri G.|ITA|Left-Handed|2.37|0.0|1.0|102.0|-10.0|-12.0
indoors|Goffin D.|BEL|Right-Handed|1.61|Brouwer G.|NLD|Left-Handed|2.25|0.0|7.0|66.0|-2.0|-11.0
indoors|Ruud C.|NOR|Right-Handed|1.58|Bublik A.|KAZ|Right-Handed|2.37|0.0|-2.0|3601.0|0.0|-15.0
indoors|Bonzi B.|FRA|Right-Handed|1.36|Hemery C.|FRA|Right-Handed|3.02|0.0|-1.0|173.0|-7.0|-6.0
indoors|Monfils G.|FRA|Right-Handed|1.38|Altmaier D.|DEU|Right-Handed|3.05|0.0|10.0|-709.0|-3.0|2.0
clay|Andreozzi G.|ARG|Right-Handed|2.51|Ugo Carabelli C.|ARG|Right-Handed|1.5|0.0|8.0|-211.0|-5.0|-2.0
hard|Shimizu Y.|JPN|Left-Handed|2.51|Polmans M.|AUS|Right-Handed|1.49|0.0|-4.0|-352.0|-16.0|-25.0
indoors|Khachanov K.|RUS|Right-Handed|1.51|Lehecka J.|CZE|Right-Handed|2.54|0.0|6.0|1782.0|7.0|15.0
indoors|Gojo B.|HRV|Right-Handed|1.98|Karatsev A.|RUS|Right-Handed|1.82|0.0|-4.0|-258.0|5.0|11.0
hard|Duckworth J.|AUS|Right-Handed|1.14|Uchida K.|JPN|Right-Handed|5.36|0.0|2.0|162.0|8.0|3.0
