Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Lestienne C.|FRA|Right-Handed|1.19|Bellier A.|CHE|Left-Handed|4.4|0.0|4.0|261.0|-3.0|-16.0
indoors|Marchenko I.|UKR|Right-Handed|2.61|Novak D.|AUT|Right-Handed|1.46|0.0|8.0|68.0|2.0|2.0
hard|Janvier M.|FRA|Right-Handed|3.8|Marterer M.|DEU|Left-Handed|1.24|0.0|-1.0|-171.0|-4.0|2.0
hard|Ramos-Vinolas A.|ESP|Left-Handed|1.65|Andreev A.|BGR|Right-Handed|2.17|0.0|11.0|575.0|10.0|8.0
clay|Pellegrino A.|ITA|Right-Handed|1.95|Andreozzi G.|ARG|Right-Handed|1.8|0.0|-5.0|-88.0|3.0|2.0
hard|Hurkacz H.|POL|Right-Handed|1.4|Zhang Z.|CHN|Right-Handed|2.96|0.0|-2.0|1924.0|-6.0|3.0
clay|Diaz Acosta F.|ARG|Left-Handed|1.43|Delbonis F.|ARG|Left-Handed|2.72|0.0|-12.0|15.0|-17.0|-10.0
indoors|De Loore J.|BEL|Right-Handed|2.2|Molcan A.|SVK|Left-Handed|1.63|0.0|4.0|-396.0|13.0|13.0
hard|Duckworth J.|AUS|Right-Handed|1.27|Uchida K.|JPN|Right-Handed|3.64|0.0|2.0|162.0|8.0|3.0
hard|Galan D.|COL|Right-Handed|1.72|Grenier H.|FRA|Right-Handed|2.05|0.0|2.0|-139.0|-13.0|-5.0
indoors|Thiem D.|AUT|Right-Handed|1.43|Sachko V.|UKR|Right-Handed|2.7|0.0|3.0|370.0|11.0|2.0
indoors|Gombos N.|SVK|Right-Handed|3.1|Bonzi B.|FRA|Right-Handed|1.34|0.0|5.0|-124.0|9.0|8.0
