Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
indoors|Bonadio R.|ITA|Right-Handed|1.55|Kirkin E.|TUR|Right-Handed|2.32|0.0|5.0|240.0|8.0|0.0
hard|Gojo B.|HRV|Right-Handed|1.21|Bellier A.|CHE|Left-Handed|4.09|0.0|0.0|223.0|10.0|0.0
clay|Alcaraz C.|ESP|Right-Handed|1.24|Delbonis F.|ARG|Left-Handed|3.98|0.0|-13.0|291.0|-18.0|-8.0
indoors|Bonzi B.|FRA|Right-Handed|2.38|Karatsev A.|RUS|Right-Handed|1.58|0.0|-4.0|-1714.0|-9.0|0.0
indoors|Van Rijthoven T.|NLD|Right-Handed|1.51|Haase R.|NLD|Right-Handed|2.46|0.0|-9.0|-230.0|12.0|-3.0
indoors|Ajdukovic D.|HRV|Right-Handed|1.59|Zekic M.|SRB|Right-Handed|2.2|0.0|-12.0|64.0|-4.0|0.0
indoors|Borges N.|PRT|Right-Handed|1.67|Lestienne C.|FRA|Right-Handed|2.13|0.0|-3.0|-146.0|-2.0|5.0
hard|Vukic A.|AUS|Right-Handed|1.51|Purcell M.|AUS|Right-Handed|2.47|0.0|1.0|129.0|9.0|3.0
hard|Kuzmanov D.|BGR|Right-Handed|2.2|Bourgue M.|FRA|Right-Handed|1.62|0.0|1.0|-69.0|-6.0|5.0
indoors|Safiullin R.|RUS|Right-Handed|6.01|Tsitsipas S.|GRC|Right-Handed|1.13|0.0|0.0|-6963.0|-14.0|-8.0
hard|Couacaud E.|FRA|Right-Handed|1.2|Nikles J.|CHE|Right-Handed|4.26|0.0|1.0|296.0|10.0|13.0
hard|Basilashvili N.|GEO|Right-Handed|2.02|Rinderknech A.|FRA|Right-Handed|1.8|0.0|4.0|974.0|-7.0|-11.0
indoors|Rublev A.|RUS|Right-Handed|1.14|Pouille L.|FRA|Right-Handed|5.88|0.0|-4.0|4260.0|-14.0|3.0
indoors|Watanuki Y.|JPN|Right-Handed|2.24|Barrere G.|FRA|Right-Handed|1.61|0.0|-4.0|-243.0|-17.0|-3.0
clay|Berrettini M.|ITA|Right-Handed|1.31|Monteiro T.|BRA|Left-Handed|3.44|0.0|-4.0|4359.0|17.0|13.0
