Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Oliel Y.|ISR|Left-Handed|1.25|Peliwo F.|POL|Right-Handed|3.56|0.0|-5.0|53.0|6.0|8.0
grass|Kyrgios N.|AUS|Right-Handed|1.57|Nadal R.|ESP|Left-Handed|2.3|0.0|-9.0|-5455.0|0.0|8.0
clay|Gaio F.|ITA|Right-Handed|2.25|Kopriva V.|CZE|Right-Handed|1.61|0.0|7.0|15.0|15.0|2.0
clay|Cachin P.|ARG|Right-Handed|1.27|Rodriguez Taverna S.|ARG|Right-Handed|3.27|0.0|3.0|125.0|-5.0|-6.0
clay|Marterer M.|DEU|Left-Handed|1.61|Zhang Z.|CHN|Right-Handed|2.24|0.0|1.0|48.0|-3.0|-2.0
hard|Celikbilek A.|TUR|Right-Handed|2.48|Gerasimov E.|BLR|Right-Handed|1.51|0.0|-4.0|-138.0|-14.0|-11.0
clay|Horansky F.|SVK|Right-Handed|2.25|Muller A.|FRA|Right-Handed|1.61|0.0|3.0|57.0|2.0|8.0
clay|Zapata Miralles B.|ESP|Right-Handed|2.25|Olivo R.|ARG|Right-Handed|1.61|0.0|-5.0|292.0|9.0|3.0
clay|Galan D.|COL|Right-Handed|2.25|Ofner S.|AUT|Right-Handed|1.61|0.0|1.0|124.0|-9.0|0.0
clay|Moraing M.|DEU|Left-Handed|2.25|Rinderknech A.|FRA|Right-Handed|1.61|0.0|3.0|-660.0|-2.0|2.0
clay|Martinez P.|ESP|Right-Handed|2.25|Kolar Z.|CZE|Right-Handed|1.61|0.0|1.0|507.0|0.0|0.0
clay|Griekspoor T.|NLD|Right-Handed|2.25|Bourgue M.|FRA|Right-Handed|1.61|0.0|-2.0|625.0|2.0|0.0
clay|Hanfmann Y.|DEU|Right-Handed|2.25|Gaio F.|ITA|Right-Handed|1.61|0.0|1.0|240.0|2.0|13.0
clay|Ruusuvuori E.|FIN|Right-Handed|2.25|Serdarusic N.|HRV|Right-Handed|1.61|0.0|-3.0|771.0|-6.0|-3.0
clay|Lenz J.|DEU|Right-Handed|2.25|Majchrzak K.|POL|Right-Handed|1.61|0.0|4.0|-473.0|4.0|8.0
hard|O'Connell C.|AUS|Right-Handed|1.2|Uchida K.|JPN|Right-Handed|4.37|0.0|-3.0|177.0|4.0|3.0
clay|Bagnis F.|ARG|Left-Handed|2.25|Thiem D.|AUT|Right-Handed|1.61|0.0|5.0|263.0|3.0|-2.0
clay|Travaglia S.|ITA|Right-Handed|2.25|Halys Q.|FRA|Right-Handed|1.61|0.0|4.0|-73.0|2.0|-6.0
clay|Agamenone F.|ITA|Right-Handed|2.25|Delbonis F.|ARG|Left-Handed|1.61|0.0|-3.0|-272.0|-8.0|-5.0
hard|Nishioka Y.|JPN|Left-Handed|1.46|Grenier H.|FRA|Right-Handed|2.61|0.0|2.0|150.0|-21.0|-26.0
clay|Molcan A.|SVK|Left-Handed|2.25|Baez S.|ARG|Right-Handed|1.61|0.0|2.0|-162.0|3.0|8.0
clay|Monteiro T.|BRA|Left-Handed|2.21|Lajovic D.|SRB|Right-Handed|1.63|0.0|-3.0|-240.0|-5.0|0.0
clay|Ilkel C.|TUR|Right-Handed|2.25|Ramos-Vinolas A.|ESP|Left-Handed|1.61|0.0|-6.0|-728.0|6.0|-5.0
clay|Elias G.|PRT|Right-Handed|2.25|Kopriva V.|CZE|Right-Handed|1.61|0.0|9.0|102.0|7.0|5.0
clay|Andujar P.|ESP|Right-Handed|2.25|Guinard M.|FRA|Right-Handed|1.61|0.0|11.0|147.0|-1.0|-16.0
clay|Casanova H.|ARG|Right-Handed|1.39|Schoolkate T.|AUS|Right-Handed|2.78|0.0|9.0|129.0|-2.0|-5.0
clay|Otte O.|DEU|Right-Handed|2.25|Cerundolo F.|ARG|Right-Handed|1.61|0.0|6.0|85.0|1.0|8.0
clay|Munar J.|ESP|Right-Handed|2.25|Basilashvili N.|GEO|Right-Handed|1.61|0.0|-5.0|-693.0|-3.0|-2.0
