Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Kecmanovic M.|SRB|Right-Handed|1.67|Zhang Z.|CHN|Right-Handed|2.2|0.0|-1.0|749.0|-12.0|-10.0
clay|Carballes Baena R.|ESP|Right-Handed|1.6|Koepfer D.|DEU|Left-Handed|2.34|0.0|1.0|137.0|-2.0|3.0
clay|Sonego L.|ITA|Right-Handed|1.47|Gasquet R.|FRA|Right-Handed|2.69|0.0|-11.0|190.0|-3.0|8.0
clay|Cachin P.|ARG|Right-Handed|2.62|Ofner S.|AUT|Right-Handed|1.49|0.0|1.0|34.0|-4.0|-6.0
clay|Monteiro T.|BRA|Left-Handed|2.58|Lajovic D.|SRB|Right-Handed|1.51|0.0|-3.0|-300.0|-5.0|0.0
clay|Guinard M.|FRA|Right-Handed|2.41|Couacaud E.|FRA|Right-Handed|1.53|0.0|-1.0|23.0|3.0|13.0
clay|Machac T.|CZE|Right-Handed|1.5|Ruusuvuori E.|FIN|Right-Handed|2.61|0.0|-2.0|-328.0|-6.0|-5.0
clay|Kotov P.|RUS|Right-Handed|1.64|Ramos-Vinolas A.|ESP|Left-Handed|2.25|0.0|-11.0|-66.0|10.0|3.0
clay|Ritschard A.|CHE|Right-Handed|1.29|Jasika O.|AUS|Left-Handed|3.47|0.0|2.0|185.0|22.0|10.0
hard|Schoolkate T.|AUS|Right-Handed|1.68|Bolt A.|AUS|Left-Handed|2.12|0.0|-10.0|-128.0|-6.0|0.0
