Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Janowicz J.|POL|Right-Handed|2.93|Ofner S.|AUT|Right-Handed|1.37|0.0|5.0|166.0|13.0|12.0
hard|Furness E.|FRA|Right-Handed|2.03|Zuk K.|POL|Right-Handed|1.74|0.0|1.0|-134.0|-12.0|-13.0
hard|Coria F.|ARG|Right-Handed|7.46|Griekspoor T.|NLD|Right-Handed|1.1|0.0|5.0|-325.0|-12.0|-8.0
clay|Zekic M.|SRB|Right-Handed|1.92|Travaglia S.|ITA|Right-Handed|1.82|0.0|4.0|-462.0|-1.0|0.0
hard|Fognini F.|ITA|Right-Handed|2.13|Karatsev A.|RUS|Right-Handed|1.72|0.0|7.0|-428.0|-6.0|-7.0
hard|Cilic M.|HRV|Right-Handed|1.11|Marterer M.|DEU|Left-Handed|7.07|0.0|7.0|1832.0|5.0|7.0
hard|Hurkacz H.|POL|Right-Handed|1.15|Otte O.|DEU|Right-Handed|5.59|0.0|-4.0|2285.0|2.0|3.0
hard|Thompson J.|AUS|Right-Handed|2.55|Sonego L.|ITA|Right-Handed|1.52|0.0|3.0|-238.0|6.0|-8.0
hard|Brouwer G.|NLD|Left-Handed|3.74|Mannarino A.|FRA|Left-Handed|1.28|0.0|-9.0|-696.0|-7.0|11.0
hard|Cachin P.|ARG|Right-Handed|1.66|Bedene A.|SVN|Right-Handed|2.24|0.0|-5.0|593.0|4.0|2.0
hard|Alcaraz C.|ESP|Right-Handed|1.02|Baez S.|ARG|Right-Handed|16.88|0.0|-2.0|3857.0|2.0|15.0
hard|Menendez-Maceiras A.|ESP|Right-Handed|1.86|Mansouri S.|TUN|Right-Handed|1.84|0.0|8.0|225.0|-11.0|-10.0
hard|Gasquet R.|FRA|Right-Handed|1.68|Daniel T.|JPN|Right-Handed|2.2|0.0|6.0|19.0|-1.0|-8.0
clay|Copil M.|ROU|Right-Handed|1.9|Arnaboldi A.|ITA|Left-Handed|1.83|0.0|-4.0|458.0|15.0|13.0
hard|Musetti L.|ITA|Right-Handed|1.99|Goffin D.|BEL|Right-Handed|1.84|0.0|-11.0|552.0|5.0|5.0
hard|Rublev A.|RUS|Right-Handed|1.11|Djere L.|SRB|Right-Handed|6.7|0.0|-2.0|2373.0|-12.0|0.0
hard|Bellier A.|CHE|Left-Handed|1.73|Alvarez Varona N.|ESP|Right-Handed|2.01|0.0|2.0|-14.0|0.0|8.0
hard|Rune H.|DNK|Right-Handed|1.28|Gojowczyk P.|DEU|Right-Handed|3.72|0.0|-13.0|810.0|-15.0|-3.0
hard|Coric B.|HRV|Right-Handed|1.13|Couacaud E.|FRA|Right-Handed|6.07|0.0|1.0|1080.0|7.0|5.0
hard|Ramos-Vinolas A.|ESP|Left-Handed|1.67|Gombos N.|SVK|Right-Handed|2.21|0.0|4.0|591.0|-9.0|-5.0
hard|Kyrgios N.|AUS|Right-Handed|1.2|Kokkinakis T.|AUS|Right-Handed|4.72|0.0|0.0|733.0|1.0|0.0
clay|Bonadio R.|ITA|Right-Handed|1.34|Villanueva G.|ARG|Right-Handed|3.07|0.0|2.0|149.0|11.0|5.0
hard|Sinner J.|ITA|Right-Handed|1.03|Altmaier D.|DEU|Right-Handed|15.58|0.0|-2.0|2447.0|-12.0|-3.0
hard|Duckworth J.|AUS|Right-Handed|2.46|O'Connell C.|AUS|Right-Handed|1.56|0.0|5.0|151.0|4.0|0.0
hard|Bonzi B.|FRA|Right-Handed|1.7|Humbert U.|FRA|Left-Handed|2.18|0.0|1.0|546.0|3.0|-3.0
clay|Janvier M.|FRA|Right-Handed|1.8|Lama G.|CHL|Right-Handed|1.94|0.0|-4.0|71.0|-2.0|13.0
hard|Bublik A.|KAZ|Right-Handed|1.36|Gaston H.|FRA|Left-Handed|3.17|0.0|4.0|293.0|9.0|25.0
hard|Vukic A.|AUS|Right-Handed|1.96|Lokoli L.|FRA|Right-Handed|1.78|0.0|-2.0|321.0|6.0|0.0
hard|Galan D.|COL|Right-Handed|12.85|Tsitsipas S.|GRC|Right-Handed|1.04|0.0|2.0|-4511.0|-17.0|-2.0
