Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Coric B.|HRV|Right-Handed|1.71|Lajovic D.|SRB|Right-Handed|2.07|0.0|-6.0|-713.0|2.0|5.0
grass|Halys Q.|FRA|Right-Handed|1.29|Kuznetsov A.|RUS|Right-Handed|3.45|0.0|-5.0|414.0|7.0|6.0
clay|Ymer E.|SWE|Right-Handed|2.11|Cecchinato M.|ITA|Right-Handed|1.69|0.0|-3.0|3.0|1.0|-2.0
grass|Tabilo A.|CHL|Left-Handed|1.23|Miedler L.|AUT|Right-Handed|3.96|0.0|-1.0|595.0|-3.0|5.0
grass|Medvedev D.|RUS|Right-Handed|1.14|Otte O.|DEU|Right-Handed|5.84|0.0|-1.0|6950.0|4.0|5.0
indoors|Milojevic N.|SRB|Right-Handed|2.51|Kopriva V.|CZE|Right-Handed|1.49|0.0|4.0|169.0|7.0|10.0
grass|Berrettini M.|ITA|Right-Handed|1.3|Van De Zandschulp B.|NLD|Right-Handed|3.56|0.0|-1.0|2206.0|12.0|8.0
grass|Millman J.|AUS|Right-Handed|1.37|Laaksonen H.|CHE|Right-Handed|2.96|0.0|0.0|25.0|1.0|-2.0
grass|Thompson J.|AUS|Right-Handed|1.04|Madaras D.|SWE|Left-Handed|11.39|0.0|5.0|591.0|-3.0|-8.0
grass|Hurkacz H.|POL|Right-Handed|2.39|Kyrgios N.|AUS|Right-Handed|1.58|0.0|-4.0|2365.0|-4.0|3.0
grass|Krajinovic F.|SRB|Right-Handed|4.43|Cilic M.|HRV|Right-Handed|1.21|0.0|-4.0|-1120.0|-14.0|-13.0
grass|Bellier A.|CHE|Left-Handed|1.86|Taberner C.|ESP|Right-Handed|1.9|0.0|0.0|-690.0|2.0|13.0
grass|Bergs Z.|BEL|Right-Handed|2.69|Popyrin A.|AUS|Right-Handed|1.44|0.0|-1.0|-241.0|5.0|-11.0
clay|Mansouri S.|TUN|Right-Handed|1.73|Zhang Z.|CHN|Right-Handed|1.99|0.0|-4.0|-88.0|1.0|5.0
