Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Schoolkate T.|AUS|Right-Handed|1.93|Coppejans K.|BEL|Right-Handed|1.85|0.0|-8.0|-350.0|10.0|3.0
hard|Verdasco F.|ESP|Left-Handed|1.69|Serdarusic N.|HRV|Right-Handed|2.13|0.0|10.0|220.0|5.0|-3.0
hard|Lokoli L.|FRA|Right-Handed|1.65|Bellier A.|CHE|Left-Handed|2.19|0.0|3.0|-97.0|-2.0|-8.0
hard|Hanfmann Y.|DEU|Right-Handed|2.18|Marterer M.|DEU|Left-Handed|1.67|0.0|4.0|46.0|2.0|2.0
hard|Dimitrov G.|BGR|Right-Handed|1.91|Coric B.|HRV|Right-Handed|1.8|0.0|4.0|-215.0|-4.0|3.0
indoors|Ilkel C.|TUR|Right-Handed|1.28|Domingues J.|PRT|Right-Handed|3.49|0.0|-2.0|-176.0|12.0|5.0
hard|Travaglia S.|ITA|Right-Handed|1.29|Arnaboldi A.|ITA|Left-Handed|3.42|0.0|-6.0|408.0|8.0|5.0
hard|Uchiyama Y.|JPN|Right-Handed|2.03|Zuk K.|POL|Right-Handed|1.73|0.0|8.0|-221.0|0.0|0.0
hard|Millman J.|AUS|Right-Handed|1.56|Ramos-Vinolas A.|ESP|Left-Handed|2.4|0.0|-2.0|-697.0|3.0|-5.0
hard|Haase R.|NLD|Right-Handed|2.16|Bonzi B.|FRA|Right-Handed|1.69|0.0|9.0|-704.0|1.0|6.0
hard|Diaz Acosta F.|ARG|Left-Handed|2.21|Brouwer G.|NLD|Left-Handed|1.64|0.0|-4.0|-189.0|1.0|-8.0
hard|Sugita Y.|JPN|Right-Handed|6.88|Gombos N.|SVK|Right-Handed|1.1|0.0|5.0|133.0|-13.0|-18.0
hard|Zeppieri G.|ITA|Left-Handed|1.54|Rodriguez Taverna S.|ARG|Right-Handed|2.43|0.0|-2.0|41.0|-4.0|-6.0
hard|Lehecka J.|CZE|Right-Handed|1.56|Monteiro T.|BRA|Left-Handed|2.42|0.0|-9.0|-44.0|2.0|0.0
hard|Pellegrino A.|ITA|Right-Handed|2.11|Guinard M.|FRA|Right-Handed|1.71|0.0|1.0|-229.0|0.0|-11.0
hard|Kukushkin M.|KAZ|Right-Handed|2.36|Duckworth J.|AUS|Right-Handed|1.57|0.0|1.0|-252.0|-10.0|0.0
hard|Brancaccio R.|ITA|Right-Handed|1.43|Agamenone F.|ITA|Right-Handed|2.77|0.0|-5.0|-256.0|-10.0|-5.0
hard|Hijikata R.|AUS|Right-Handed|1.8|Zhang Z.|CHN|Right-Handed|1.91|0.0|-4.0|73.0|-19.0|-15.0
hard|Halys Q.|FRA|Right-Handed|1.4|Molcan A.|SVK|Left-Handed|2.95|0.0|3.0|-79.0|5.0|13.0
hard|Djere L.|SRB|Right-Handed|1.75|Munar J.|ESP|Right-Handed|2.07|0.0|1.0|-64.0|6.0|5.0
hard|Kubler J.|AUS|Right-Handed|1.42|Etcheverry T.|ARG|Right-Handed|2.83|0.0|6.0|-36.0|-8.0|-18.0
hard|Ymer M.|SWE|Right-Handed|1.75|Ruusuvuori E.|FIN|Right-Handed|2.08|0.0|0.0|-247.0|-4.0|-5.0
hard|Trungelliti M.|ARG|Right-Handed|2.17|Blancaneaux G.|FRA|Right-Handed|1.66|0.0|8.0|-177.0|3.0|-2.0
clay|Ugo Carabelli C.|ARG|Right-Handed|1.83|Seyboth Wild T.|BRA|Right-Handed|1.91|0.0|-1.0|-87.0|5.0|0.0
hard|De Minaur A.|AUS|Right-Handed|1.53|Thiem D.|AUT|Right-Handed|2.36|0.0|-5.0|1205.0|-10.0|-2.0
hard|Polmans M.|AUS|Right-Handed|1.98|Klein L.|SVK|Right-Handed|1.8|0.0|3.0|220.0|-7.0|-5.0
