Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Thompson J.|AUS|Right-Handed|1.55|Vukic A.|AUS|Right-Handed|2.47|0.0|2.0|-28.0|-2.0|-5.0
hard|Lestienne C.|FRA|Right-Handed|1.2|Moriya H.|JPN|Right-Handed|4.31|0.0|-2.0|381.0|12.0|12.0
hard|Machac T.|CZE|Right-Handed|1.38|Etcheverry T.|ARG|Right-Handed|3.06|0.0|-2.0|-732.0|-9.0|-13.0
hard|Kecmanovic M.|SRB|Right-Handed|1.55|Daniel T.|JPN|Right-Handed|2.42|0.0|-5.0|456.0|-5.0|-8.0
hard|Lokoli L.|FRA|Right-Handed|2.02|Travaglia S.|ITA|Right-Handed|1.73|0.0|-3.0|103.0|-2.0|3.0
hard|Vavassori A.|ITA|Right-Handed|1.49|Nagal S.|IND|Right-Handed|2.53|0.0|1.0|402.0|9.0|15.0
hard|Klein L.|SVK|Right-Handed|2.08|Baez S.|ARG|Right-Handed|1.74|0.0|2.0|-410.0|15.0|23.0
hard|Djokovic N.|SRB|Right-Handed|1.04|Lehecka J.|CZE|Right-Handed|13.31|0.0|14.0|6432.0|0.0|4.0
hard|Ritschard A.|CHE|Right-Handed|1.8|Vesely J.|CZE|Left-Handed|1.93|0.0|0.0|290.0|-12.0|-5.0
hard|Kubler J.|AUS|Right-Handed|2.62|Karatsev A.|RUS|Right-Handed|1.49|0.0|1.0|-76.0|-11.0|-7.0
hard|Molleker R.|DEU|Right-Handed|2.2|Diaz Acosta F.|ARG|Left-Handed|1.6|0.0|2.0|-210.0|2.0|2.0
hard|Coric B.|HRV|Right-Handed|2.51|Griekspoor T.|NLD|Right-Handed|1.52|0.0|1.0|876.0|0.0|0.0
hard|Hijikata R.|AUS|Right-Handed|2.61|Kokkinakis T.|AUS|Right-Handed|1.49|0.0|-6.0|-127.0|-16.0|-15.0
hard|Nadal R.|ESP|Left-Handed|1.59|Thiem D.|AUT|Right-Handed|2.34|0.0|9.0|5214.0|6.0|0.0
