Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Sakharov G.|FRA|Right-Handed|3.1|Hoang A.|FRA|Right-Handed|1.32|0.0|6.0|-280.0|4.0|2.0
clay|Rune H.|DNK|Right-Handed|1.14|Galan D.|COL|Right-Handed|5.68|0.0|-7.0|4446.0|-4.0|-6.0
hard|Pacheco Mendez R.|MEX|Left-Handed|1.95|Mejia N.|COL|Right-Handed|1.8|0.0|-7.0|-152.0|-4.0|3.0
clay|Ruud C.|NOR|Right-Handed|1.12|Thompson J.|AUS|Right-Handed|6.53|0.0|-3.0|4158.0|-5.0|0.0
clay|Napolitano S.|ITA|Right-Handed|1.63|Fognini F.|ITA|Right-Handed|2.19|0.0|-8.0|-445.0|11.0|18.0
clay|Tsitsipas S.|GRC|Right-Handed|1.14|Carballes Baena R.|ESP|Right-Handed|5.59|0.0|-4.0|4245.0|12.0|10.0
clay|Fucsovics M.|HUN|Right-Handed|2.11|Griekspoor T.|NLD|Right-Handed|1.74|0.0|4.0|-662.0|-3.0|0.0
clay|Moutet C.|FRA|Left-Handed|1.82|Borges N.|PRT|Right-Handed|1.97|0.0|-2.0|-20.0|-7.0|-10.0
hard|Shimabukuro S.|JPN|Right-Handed|2.43|Hong S.|KOR|Right-Handed|1.52|0.0|-3.0|290.0|10.0|8.0
clay|Lajovic D.|SRB|Right-Handed|2.24|Davidovich Fokina A.|ESP|Right-Handed|1.65|0.0|9.0|-301.0|3.0|0.0
