Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Kovalik J.|SVK|Right-Handed|1.53|Vrbensky M.|CZE|Right-Handed|2.41|0.0|9.0|135.0|17.0|3.0
clay|Giustino L.|ITA|Right-Handed|1.53|Marterer M.|DEU|Left-Handed|2.41|0.0|5.0|124.0|-1.0|-11.0
clay|Carballes Baena R.|ESP|Right-Handed|1.53|Miedler L.|AUT|Right-Handed|2.41|0.0|3.0|443.0|-1.0|0.0
hard|Grenier H.|FRA|Right-Handed|1.87|Lestienne C.|FRA|Right-Handed|1.87|0.0|-4.0|128.0|8.0|16.0
clay|Mager G.|ITA|Right-Handed|1.53|Bourgue M.|FRA|Right-Handed|2.41|0.0|0.0|588.0|-6.0|0.0
clay|Andreev A.|BGR|Right-Handed|1.53|Andreozzi G.|ARG|Right-Handed|2.41|0.0|-8.0|-354.0|-12.0|-3.0
clay|Brown D.|DEU|Right-Handed|1.53|Zopp J.|EST|Right-Handed|2.41|0.0|2.0|-256.0|-10.0|5.0
clay|Moraing M.|DEU|Left-Handed|1.53|Munar J.|ESP|Right-Handed|2.41|0.0|4.0|-568.0|8.0|15.0
clay|Sinner J.|ITA|Right-Handed|2.34|Alcaraz C.|ESP|Right-Handed|1.61|0.0|3.0|-1710.0|4.0|3.0
clay|Rodriguez Taverna S.|ARG|Right-Handed|1.53|Karlovskiy E.|RUS|Right-Handed|2.41|0.0|-4.0|33.0|-3.0|0.0
clay|Ramos-Vinolas A.|ESP|Left-Handed|1.53|Lehecka J.|CZE|Right-Handed|2.41|0.0|13.0|205.0|-4.0|5.0
clay|Travaglia S.|ITA|Right-Handed|1.53|Popko D.|KAZ|Right-Handed|2.41|0.0|4.0|251.0|-7.0|-6.0
hard|Uchida K.|JPN|Right-Handed|1.92|Ebden M.|AUS|Right-Handed|1.85|0.0|-3.0|212.0|-6.0|-8.0
clay|Kohlschreiber P.|DEU|Right-Handed|1.53|Rosol L.|CZE|Right-Handed|2.41|0.0|4.0|305.0|-13.0|-15.0
hard|Barrientos N.|COL|Right-Handed|1.74|Pervolarakis M.|GRC|Right-Handed|2.05|0.0|10.0|52.0|-15.0|-18.0
clay|Roca Batalla O.|ESP|Right-Handed|1.53|Sakharov G.|FRA|Right-Handed|2.41|0.0|-3.0|-32.0|-5.0|-12.0
clay|Bachinger M.|DEU|Right-Handed|1.62|Safranek V.|CZE|Right-Handed|2.17|0.0|6.0|-47.0|6.0|3.0
clay|Kamke T.|DEU|Right-Handed|1.53|Andujar P.|ESP|Right-Handed|2.41|0.0|-1.0|-345.0|-4.0|-2.0
clay|Brancaccio R.|ITA|Right-Handed|1.82|Vavassori A.|ITA|Right-Handed|1.93|0.0|-2.0|-63.0|-6.0|-10.0
clay|Ajdukovic D.|HRV|Right-Handed|1.53|Taberner C.|ESP|Right-Handed|2.41|0.0|-2.0|-343.0|-3.0|2.0
clay|Galan D.|COL|Right-Handed|1.53|Maden Y.|DEU|Right-Handed|2.41|0.0|-5.0|-25.0|2.0|6.0
hard|Gomez E.|ECU|Right-Handed|1.78|Galarneau A.|CAN|Right-Handed|1.98|0.0|9.0|222.0|2.0|5.0
clay|Gaio F.|ITA|Right-Handed|1.53|Hoang A.|FRA|Right-Handed|2.41|0.0|3.0|-95.0|8.0|-3.0
