Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
grass|Vesely J.|CZE|Left-Handed|1.33|Grenier H.|FRA|Right-Handed|3.18|0.0|4.0|448.0|9.0|2.0
grass|Van De Zandschulp B.|NLD|Right-Handed|3.54|Dimitrov G.|BGR|Right-Handed|1.29|0.0|-4.0|-376.0|2.0|-3.0
grass|Hurkacz H.|POL|Right-Handed|1.45|Humbert U.|FRA|Left-Handed|2.74|0.0|0.0|2249.0|8.0|8.0
grass|Lestienne C.|FRA|Right-Handed|2.48|Verdasco F.|ESP|Left-Handed|1.51|0.0|-8.0|-258.0|-13.0|-8.0
grass|Kyrgios N.|AUS|Right-Handed|1.61|Tsitsipas S.|GRC|Right-Handed|2.31|0.0|3.0|-4052.0|-4.0|0.0
indoors|Milojevic N.|SRB|Right-Handed|2.21|Skatov T.|KAZ|Right-Handed|1.62|0.0|5.0|285.0|3.0|15.0
clay|Arnaboldi A.|ITA|Left-Handed|3.02|Galan D.|COL|Right-Handed|1.36|0.0|10.0|-173.0|0.0|-11.0
clay|Kovalik J.|SVK|Right-Handed|1.62|Giannessi A.|ITA|Left-Handed|2.23|0.0|-1.0|17.0|0.0|-2.0
grass|Davidovich Fokina A.|ESP|Right-Handed|2.95|De Minaur A.|AUS|Right-Handed|1.4|0.0|1.0|-718.0|11.0|0.0
clay|Lajovic D.|SRB|Right-Handed|1.23|Geerts M.|BEL|Right-Handed|3.96|0.0|8.0|707.0|10.0|5.0
grass|Medvedev D.|RUS|Right-Handed|1.22|Goffin D.|BEL|Right-Handed|4.29|0.0|-5.0|6870.0|13.0|18.0
grass|Cilic M.|HRV|Right-Handed|1.46|Bublik A.|KAZ|Right-Handed|2.72|0.0|7.0|1025.0|12.0|0.0
