Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
grass|Galan D.|COL|Right-Handed|1.27|Roca Batalla O.|ESP|Right-Handed|3.66|0.0|-3.0|216.0|-3.0|18.0
grass|Trungelliti M.|ARG|Right-Handed|1.57|Bagnis F.|ARG|Left-Handed|2.35|0.0|-1.0|-221.0|-4.0|-5.0
grass|Kukushkin M.|KAZ|Right-Handed|1.22|Sachko V.|UKR|Right-Handed|4.07|0.0|8.0|49.0|4.0|0.0
grass|Vesely J.|CZE|Left-Handed|2.72|Mayot H.|FRA|Right-Handed|1.44|0.0|8.0|-254.0|23.0|20.0
grass|Ritschard A.|CHE|Right-Handed|1.56|Cachin P.|ARG|Right-Handed|2.35|0.0|2.0|-545.0|5.0|8.0
grass|Halys Q.|FRA|Right-Handed|2.18|Barrere G.|FRA|Right-Handed|1.65|0.0|-2.0|-143.0|-2.0|8.0
grass|Shevchenko A.|KAZ|Right-Handed|2.14|Lestienne C.|FRA|Right-Handed|1.69|0.0|-8.0|58.0|-7.0|5.0
clay|Taberner C.|ESP|Right-Handed|1.62|Elias G.|PRT|Right-Handed|2.01|0.0|-7.0|-134.0|2.0|0.0
grass|Fognini F.|ITA|Right-Handed|2.85|Brouwer G.|NLD|Left-Handed|1.41|0.0|11.0|70.0|7.0|-13.0
grass|Uchiyama Y.|JPN|Right-Handed|2.7|Van Rijthoven T.|NLD|Right-Handed|1.44|0.0|6.0|-336.0|-11.0|-5.0
grass|Bergs Z.|BEL|Right-Handed|1.05|Jasika O.|AUS|Left-Handed|9.88|0.0|-3.0|163.0|23.0|2.0
grass|Bolt A.|AUS|Left-Handed|1.08|Kicker N.|ARG|Right-Handed|8.0|0.0|0.0|-151.0|9.0|5.0
grass|Garin C.|CHL|Right-Handed|1.44|Couacaud E.|FRA|Right-Handed|2.7|0.0|2.0|243.0|7.0|2.0
grass|Monfils G.|FRA|Right-Handed|1.37|Thiem D.|AUT|Right-Handed|3.05|0.0|7.0|-349.0|6.0|8.0
grass|Shimabukuro S.|JPN|Right-Handed|1.37|Kovalik J.|SVK|Right-Handed|3.02|0.0|-8.0|25.0|-7.0|0.0
grass|De Loore J.|BEL|Right-Handed|1.29|Ugo Carabelli C.|ARG|Right-Handed|3.45|0.0|5.0|-321.0|3.0|6.0
grass|Goffin D.|BEL|Right-Handed|1.09|Polmans M.|AUS|Right-Handed|7.38|0.0|5.0|66.0|-8.0|-8.0
grass|Molleker R.|DEU|Right-Handed|1.45|Andreev A.|BGR|Right-Handed|2.69|0.0|0.0|73.0|9.0|5.0
grass|Napolitano S.|ITA|Right-Handed|1.41|Piros Z.|HUN|Right-Handed|2.81|0.0|5.0|-461.0|22.0|16.0
grass|Skatov T.|KAZ|Right-Handed|1.55|Pellegrino A.|ITA|Right-Handed|2.38|0.0|-4.0|255.0|-8.0|-12.0
grass|Purcell M.|AUS|Right-Handed|1.53|Djere L.|SRB|Right-Handed|2.46|0.0|-2.0|-392.0|-7.0|-3.0
grass|Zapata Miralles B.|ESP|Right-Handed|1.56|Sweeny D.|AUS|Right-Handed|2.38|0.0|4.0|824.0|19.0|13.0
grass|Ofner S.|AUT|Right-Handed|1.46|Munar J.|ESP|Right-Handed|2.68|0.0|0.0|263.0|5.0|8.0
grass|Galarneau A.|CAN|Right-Handed|1.36|Guinard M.|FRA|Right-Handed|3.03|0.0|-2.0|-68.0|-2.0|-16.0
