Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Millman J.|AUS|Right-Handed|1.52|Moriya H.|JPN|Right-Handed|2.43|0.0|1.0|333.0|14.0|15.0
indoors|Zapata Miralles B.|ESP|Right-Handed|3.75|Sonego L.|ITA|Right-Handed|1.27|0.0|1.0|-261.0|6.0|-8.0
hard|Rosol L.|CZE|Right-Handed|2.08|Ritschard A.|CHE|Right-Handed|1.71|0.0|7.0|-109.0|1.0|0.0
indoors|Halys Q.|FRA|Right-Handed|1.21|Geerts M.|BEL|Right-Handed|4.13|0.0|2.0|478.0|5.0|13.0
clay|Cecchinato M.|ITA|Right-Handed|1.2|Villanueva G.|ARG|Right-Handed|4.31|0.0|2.0|188.0|8.0|10.0
indoors|Ivashka I.|BLR|Right-Handed|1.11|Lopez F.|ESP|Left-Handed|6.7|0.0|-13.0|627.0|-4.0|5.0
indoors|Alvarez Varona N.|ESP|Right-Handed|2.28|Trungelliti M.|ARG|Right-Handed|1.62|0.0|-9.0|18.0|2.0|10.0
indoors|Bublik A.|KAZ|Right-Handed|1.28|Garin C.|CHL|Right-Handed|3.66|0.0|-1.0|430.0|-8.0|13.0
indoors|Otte O.|DEU|Right-Handed|1.75|Fucsovics M.|HUN|Right-Handed|2.07|0.0|-2.0|281.0|-3.0|5.0
hard|Chung H.|KOR|Left-Handed|14.17|Piros Z.|HUN|Right-Handed|1.02|0.0|5.0|302.0|8.0|-10.0
hard|Humbert U.|FRA|Left-Handed|1.23|Lokoli L.|FRA|Right-Handed|3.89|0.0|-4.0|297.0|-5.0|0.0
hard|Caruso S.|ITA|Right-Handed|1.36|Diez S.|CAN|Right-Handed|2.93|0.0|-1.0|292.0|4.0|10.0
indoors|Guinard M.|FRA|Right-Handed|2.76|Fognini F.|ITA|Right-Handed|1.44|0.0|-11.0|-448.0|2.0|18.0
indoors|Ymer M.|SWE|Right-Handed|1.73|Van Rijthoven T.|NLD|Right-Handed|2.1|0.0|-1.0|84.0|-14.0|-5.0
indoors|Sachko V.|UKR|Right-Handed|1.7|Moraing M.|DEU|Left-Handed|2.08|0.0|-5.0|-60.0|-16.0|-15.0
hard|Rodionov J.|AUT|Left-Handed|2.0|Kukushkin M.|KAZ|Right-Handed|1.76|0.0|-10.0|143.0|14.0|8.0
clay|Olivo R.|ARG|Right-Handed|1.76|Elias G.|PRT|Right-Handed|1.99|0.0|-1.0|-111.0|-3.0|-3.0
