Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Molcan A.|SVK|Left-Handed|2.07|Nishioka Y.|JPN|Left-Handed|1.77|0.0|-3.0|-279.0|9.0|8.0
clay|Travaglia S.|ITA|Right-Handed|1.59|Casanova H.|ARG|Right-Handed|2.22|0.0|3.0|467.0|4.0|7.0
indoors|Berankis R.|LTU|Right-Handed|1.5|Furness E.|FRA|Right-Handed|2.49|0.0|9.0|201.0|11.0|5.0
hard|Rune H.|DNK|Right-Handed|1.31|Fucsovics M.|HUN|Right-Handed|3.48|0.0|-10.0|2593.0|-14.0|-3.0
hard|Tsitsipas S.|GRC|Right-Handed|1.19|Gasquet R.|FRA|Right-Handed|4.77|0.0|-11.0|4810.0|10.0|10.0
hard|Garin C.|CHL|Right-Handed|1.57|Baez S.|ARG|Right-Handed|2.42|0.0|6.0|-498.0|15.0|15.0
clay|Donskoy E.|RUS|Right-Handed|1.32|Mukund S.|IND|Right-Handed|3.1|0.0|6.0|310.0|-3.0|0.0
hard|Lehecka J.|CZE|Right-Handed|1.43|Musetti L.|ITA|Right-Handed|2.86|0.0|0.0|-899.0|5.0|-2.0
clay|Polmans M.|AUS|Right-Handed|1.38|Schoolkate T.|AUS|Right-Handed|2.8|0.0|8.0|419.0|0.0|5.0
hard|Hurkacz H.|POL|Right-Handed|1.31|Kokkinakis T.|AUS|Right-Handed|3.48|0.0|-4.0|2458.0|-3.0|3.0
hard|Daniel T.|JPN|Right-Handed|4.72|Zverev A.|DEU|Right-Handed|1.19|0.0|3.0|-1997.0|-10.0|-7.0
hard|Ruud C.|NOR|Right-Handed|1.42|Ivashka I.|BLR|Right-Handed|2.92|0.0|-3.0|4864.0|-7.0|-10.0
hard|Halys Q.|FRA|Right-Handed|3.52|De Minaur A.|AUS|Right-Handed|1.31|0.0|4.0|-1380.0|9.0|8.0
hard|Khachanov K.|RUS|Right-Handed|1.3|Etcheverry T.|ARG|Right-Handed|3.56|0.0|3.0|1771.0|5.0|2.0
