Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Humbert U.|FRA|Left-Handed|1.45|Watanuki Y.|JPN|Right-Handed|2.74|0.0|-1.0|551.0|10.0|8.0
clay|Djere L.|SRB|Right-Handed|1.79|Cachin P.|ARG|Right-Handed|2.02|0.0|0.0|243.0|5.0|3.0
clay|Etcheverry T.|ARG|Right-Handed|1.36|Galan D.|COL|Right-Handed|3.13|0.0|-3.0|852.0|10.0|5.0
hard|Koepfer D.|DEU|Left-Handed|1.56|Duckworth J.|AUS|Right-Handed|2.43|0.0|-4.0|198.0|-3.0|-3.0
hard|Dimitrov G.|BGR|Right-Handed|1.4|Ruusuvuori E.|FIN|Right-Handed|2.96|0.0|7.0|699.0|2.0|3.0
clay|Ajdukovic D.|HRV|Right-Handed|1.52|Roca Batalla O.|ESP|Right-Handed|2.41|0.0|-7.0|15.0|0.0|12.0
hard|Monfils G.|FRA|Right-Handed|2.24|Bublik A.|KAZ|Right-Handed|1.65|0.0|8.0|-1222.0|8.0|-5.0
clay|Thiem D.|AUT|Right-Handed|1.74|Rinderknech A.|FRA|Right-Handed|2.1|0.0|1.0|-280.0|-7.0|-11.0
hard|Ivashka I.|BLR|Right-Handed|2.06|Gojo B.|HRV|Right-Handed|1.76|0.0|3.0|2.0|-6.0|-3.0
clay|Casanova H.|ARG|Right-Handed|2.24|Bonadio R.|ITA|Right-Handed|1.61|0.0|-1.0|-178.0|-5.0|-2.0
clay|Baez S.|ARG|Right-Handed|1.46|Molcan A.|SVK|Left-Handed|2.73|0.0|-2.0|284.0|-3.0|-8.0
clay|Piros Z.|HUN|Right-Handed|2.47|Napolitano S.|ITA|Right-Handed|1.47|0.0|-5.0|461.0|-22.0|-16.0
clay|Ugo Carabelli C.|ARG|Right-Handed|2.08|Skatov T.|KAZ|Right-Handed|1.7|0.0|1.0|44.0|10.0|12.0
hard|Jarry N.|CHL|Right-Handed|1.28|Brouwer G.|NLD|Left-Handed|3.71|0.0|1.0|902.0|18.0|7.0
