Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Popyrin A.|AUS|Right-Handed|1.17|Polmans M.|AUS|Right-Handed|5.12|0.0|-2.0|218.0|0.0|8.0
hard|Musetti L.|ITA|Right-Handed|1.33|Bonzi B.|FRA|Right-Handed|3.38|0.0|-4.0|1347.0|-1.0|0.0
hard|Thompson J.|AUS|Right-Handed|1.36|Vukic A.|AUS|Right-Handed|3.21|0.0|2.0|-28.0|-2.0|-5.0
hard|Gaston H.|FRA|Left-Handed|2.3|Carballes Baena R.|ESP|Right-Handed|1.63|0.0|-6.0|-265.0|-9.0|-10.0
hard|Tsitsipas S.|GRC|Right-Handed|1.09|Bergs Z.|BEL|Right-Handed|7.68|0.0|1.0|4755.0|6.0|8.0
hard|De Minaur A.|AUS|Right-Handed|1.1|Raonic M.|CAN|Right-Handed|7.3|0.0|-10.0|2020.0|-29.0|-13.0
hard|Monfils G.|FRA|Right-Handed|1.5|Hanfmann Y.|DEU|Right-Handed|2.58|0.0|4.0|-722.0|-1.0|0.0
hard|Kecmanovic M.|SRB|Right-Handed|1.31|Watanuki Y.|JPN|Right-Handed|3.5|0.0|0.0|412.0|12.0|3.0
hard|Santillan A.|AUS|Right-Handed|2.31|Tomic B.|AUS|Right-Handed|1.55|0.0|-4.0|88.0|-13.0|-16.0
hard|Davidovich Fokina A.|ESP|Right-Handed|1.18|Lestienne C.|FRA|Right-Handed|5.02|0.0|-5.0|566.0|3.0|3.0
hard|Humbert U.|FRA|Left-Handed|1.39|Goffin D.|BEL|Right-Handed|3.02|0.0|-8.0|730.0|3.0|8.0
clay|Luz O.|BRA|Right-Handed|1.61|Escobedo E.|MEX|Right-Handed|2.21|0.0|-3.0|-61.0|-4.0|-5.0
hard|Grenier H.|FRA|Right-Handed|3.12|Muller A.|FRA|Right-Handed|1.37|0.0|-1.0|-202.0|10.0|13.0
hard|Mannarino A.|FRA|Left-Handed|1.43|Wawrinka S.|CHE|Right-Handed|2.86|0.0|-3.0|552.0|0.0|-2.0
hard|Borges N.|PRT|Right-Handed|2.11|Marterer M.|DEU|Left-Handed|1.73|0.0|-1.0|329.0|-9.0|-6.0
hard|Berankis R.|LTU|Right-Handed|1.58|Agamenone F.|ITA|Right-Handed|2.29|0.0|3.0|-127.0|-5.0|-13.0
hard|Zhang Z.|CHN|Right-Handed|1.07|Coria F.|ARG|Right-Handed|9.44|0.0|-5.0|-331.0|14.0|13.0
hard|Hurkacz H.|POL|Right-Handed|1.03|Jasika O.|AUS|Left-Handed|15.43|0.0|-3.0|2023.0|21.0|13.0
hard|Khachanov K.|RUS|Right-Handed|1.21|Altmaier D.|DEU|Right-Handed|4.53|0.0|2.0|2029.0|-1.0|7.0
hard|Hong S.|KOR|Right-Handed|1.43|Caruso S.|ITA|Right-Handed|2.65|0.0|-4.0|-381.0|-15.0|-10.0
