Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Giannessi A.|ITA|Left-Handed|4.86|Munar J.|ESP|Right-Handed|1.16|0.0|6.0|-351.0|6.0|2.0
clay|Cervantes I.|ESP|Right-Handed|4.16|Elias G.|PRT|Right-Handed|1.2|0.0|2.0|7.0|2.0|0.0
clay|Hemery C.|FRA|Right-Handed|2.18|Andreev A.|BGR|Right-Handed|1.64|0.0|3.0|272.0|17.0|11.0
hard|Bai Y.|CHN|Right-Handed|1.49|Takahashi Y.|JPN|Right-Handed|2.51|0.0|7.0|21.0|12.0|15.0
hard|Djokovic N.|SRB|Right-Handed|1.02|Gojo B.|HRV|Right-Handed|19.04|0.0|10.0|7035.0|-10.0|-9.0
hard|Oliel Y.|ISR|Left-Handed|3.67|Hong S.|KOR|Right-Handed|1.25|0.0|-3.0|39.0|13.0|13.0
clay|Melzer G.|AUT|Left-Handed|2.16|Rola B.|SVN|Left-Handed|1.64|0.0|1.0|-150.0|-5.0|-5.0
clay|Piros Z.|HUN|Right-Handed|1.44|Pellegrino A.|ITA|Right-Handed|2.62|0.0|-3.0|366.0|-13.0|-5.0
clay|Kopriva V.|CZE|Right-Handed|1.72|Kolar Z.|CZE|Right-Handed|2.05|0.0|-2.0|-162.0|-7.0|-7.0
hard|Mejia N.|COL|Right-Handed|1.66|Hoang A.|FRA|Right-Handed|2.14|0.0|-3.0|-290.0|1.0|2.0
