Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Rinderknech A.|FRA|Right-Handed|1.69|Popyrin A.|AUS|Right-Handed|2.17|0.0|2.0|168.0|8.0|0.0
hard|Rublev A.|RUS|Right-Handed|1.04|Mager G.|ITA|Right-Handed|13.03|0.0|-3.0|3828.0|-7.0|0.0
hard|Sinner J.|ITA|Right-Handed|1.03|Sousa J.|PRT|Right-Handed|15.38|0.0|-11.0|2890.0|2.0|3.0
indoors|Agamenone F.|ITA|Right-Handed|2.36|Copil M.|ROU|Right-Handed|1.55|0.0|-3.0|-257.0|-5.0|-5.0
hard|Molcan A.|SVK|Left-Handed|1.59|Safiullin R.|RUS|Right-Handed|2.32|0.0|-1.0|384.0|-2.0|-7.0
hard|Cilic M.|HRV|Right-Handed|1.08|Gomez E.|ECU|Right-Handed|8.58|0.0|2.0|1390.0|8.0|13.0
hard|Berankis R.|LTU|Right-Handed|1.43|Carballes Baena R.|ESP|Right-Handed|2.88|0.0|4.0|-76.0|0.0|-8.0
indoors|Rosol L.|CZE|Right-Handed|2.24|Ilkel C.|TUR|Right-Handed|1.61|0.0|8.0|-116.0|1.0|10.0
hard|Kohlschreiber P.|DEU|Right-Handed|1.47|Cecchinato M.|ITA|Right-Handed|2.74|0.0|11.0|-226.0|-8.0|-7.0
indoors|Pospisil V.|CAN|Right-Handed|1.34|Furness E.|FRA|Right-Handed|3.13|0.0|9.0|755.0|22.0|23.0
indoors|Moroni G.|ITA|Right-Handed|2.12|Hoang A.|FRA|Right-Handed|1.67|0.0|-1.0|-305.0|5.0|2.0
indoors|Masur D.|DEU|Right-Handed|1.5|Arnaboldi A.|ITA|Left-Handed|2.49|0.0|-10.0|110.0|6.0|3.0
hard|Medvedev D.|RUS|Right-Handed|1.01|Laaksonen H.|CHE|Right-Handed|22.57|0.0|-5.0|8154.0|5.0|13.0
hard|Baez S.|ARG|Right-Handed|1.52|Ramos-Vinolas A.|ESP|Left-Handed|2.54|0.0|-12.0|-468.0|-6.0|-18.0
hard|De Minaur A.|AUS|Right-Handed|1.16|Musetti L.|ITA|Right-Handed|5.44|0.0|2.0|312.0|-6.0|-2.0
indoors|Chung Y.|KOR|Right-Handed|1.2|Donski A.|BGR|Right-Handed|4.07|0.0|1.0|94.0|-2.0|-10.0
hard|Davidovich Fokina A.|ESP|Right-Handed|1.25|Bolt A.|AUS|Left-Handed|4.01|0.0|-5.0|709.0|-4.0|0.0
hard|Schwartzman D.|ARG|Right-Handed|1.28|Krajinovic F.|SRB|Right-Handed|3.79|0.0|0.0|1303.0|-11.0|-15.0
indoors|Pellegrino A.|ITA|Right-Handed|2.28|Lacko L.|SVK|Right-Handed|1.6|0.0|-9.0|-162.0|-6.0|-3.0
hard|Dimitrov G.|BGR|Right-Handed|1.17|Lehecka J.|CZE|Right-Handed|5.18|0.0|10.0|1327.0|1.0|8.0
hard|Majchrzak K.|POL|Right-Handed|1.65|Seppi A.|ITA|Right-Handed|2.26|0.0|-13.0|-28.0|0.0|-11.0
hard|Paire B.|FRA|Right-Handed|3.25|Monteiro T.|BRA|Left-Handed|1.35|0.0|1.0|251.0|2.0|13.0
hard|Tsitsipas S.|GRC|Right-Handed|1.18|Ymer M.|SWE|Right-Handed|4.95|0.0|1.0|5747.0|14.0|10.0
indoors|Vrbensky M.|CZE|Right-Handed|1.8|Bellier A.|CHE|Left-Handed|1.82|0.0|-3.0|118.0|-15.0|-16.0
clay|Sakamoto P.|BRA|Right-Handed|2.48|Olivo R.|ARG|Right-Handed|1.51|0.0|-1.0|-297.0|5.0|-2.0
hard|Gasquet R.|FRA|Right-Handed|4.86|Humbert U.|FRA|Left-Handed|1.19|0.0|12.0|-511.0|6.0|-5.0
hard|Gombos N.|SVK|Right-Handed|1.66|Skatov T.|KAZ|Right-Handed|2.25|0.0|8.0|384.0|12.0|20.0
indoors|Uchida K.|JPN|Right-Handed|2.62|Celikbilek A.|TUR|Right-Handed|1.46|0.0|4.0|30.0|2.0|-5.0
hard|O'Connell C.|AUS|Right-Handed|1.75|Gaston H.|FRA|Left-Handed|2.1|0.0|4.0|-438.0|10.0|10.0
