Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Laaksonen H.|CHE|Right-Handed|3.75|Andujar P.|ESP|Right-Handed|1.23|0.0|-4.0|279.0|-2.0|5.0
hard|Garin C.|CHL|Right-Handed|1.11|Janvier M.|FRA|Right-Handed|6.26|0.0|2.0|336.0|5.0|-8.0
clay|De Loore J.|BEL|Right-Handed|3.75|Rola B.|SVN|Left-Handed|1.23|0.0|-2.0|-298.0|1.0|-2.0
clay|Moundir A.|MAR|Right-Handed|3.75|Ehrat S.|CHE|Right-Handed|1.23|0.0|-6.0|-68.0|19.0|11.0
hard|Purcell M.|AUS|Right-Handed|1.04|Polansky P.|CAN|Right-Handed|11.5|0.0|-10.0|473.0|-5.0|2.0
hard|De Minaur A.|AUS|Right-Handed|1.29|Koepfer D.|DEU|Left-Handed|3.64|0.0|-5.0|1237.0|-10.0|3.0
clay|Baez S.|ARG|Right-Handed|1.85|Thiem D.|AUT|Right-Handed|1.97|0.0|-6.0|259.0|-9.0|-15.0
clay|Dellien H.|BOL|Right-Handed|1.73|Paire B.|FRA|Right-Handed|2.06|0.0|0.0|-36.0|-5.0|-16.0
hard|Lestienne C.|FRA|Right-Handed|2.01|Duckworth J.|AUS|Right-Handed|1.77|0.0|-3.0|64.0|-5.0|-3.0
clay|Ajdukovic D.|HRV|Right-Handed|1.6|Brancaccio R.|ITA|Right-Handed|2.26|0.0|-2.0|36.0|3.0|2.0
hard|Daniel T.|JPN|Right-Handed|1.17|Sweeny D.|AUS|Right-Handed|4.77|0.0|8.0|546.0|17.0|21.0
hard|Kokkinakis T.|AUS|Right-Handed|1.38|Gojo B.|HRV|Right-Handed|2.96|0.0|3.0|136.0|-6.0|-3.0
clay|Munar J.|ESP|Right-Handed|1.33|Delbonis F.|ARG|Left-Handed|3.18|0.0|-7.0|179.0|-14.0|-10.0
hard|Pecotic M.|HRV|Left-Handed|1.66|Ivashka I.|BLR|Right-Handed|2.17|0.0|-2.0|-538.0|-1.0|-8.0
hard|Tsitsipas S.|GRC|Right-Handed|1.39|Coric B.|HRV|Right-Handed|3.02|0.0|-2.0|2625.0|4.0|5.0
clay|Ajdukovic D.|HRV|Right-Handed|4.0|Dellien H.|BOL|Right-Handed|1.23|0.0|-8.0|-184.0|0.0|5.0
