Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
grass|Otte O.|DEU|Right-Handed|1.87|Basilashvili N.|GEO|Right-Handed|1.92|0.0|-3.0|-628.0|0.0|8.0
grass|Brouwer G.|NLD|Left-Handed|1.76|Millman J.|AUS|Right-Handed|2.0|0.0|-7.0|-576.0|-7.0|8.0
clay|Cecchinato M.|ITA|Right-Handed|2.09|Taberner C.|ESP|Right-Handed|1.69|0.0|4.0|-245.0|0.0|2.0
grass|Medvedev D.|RUS|Right-Handed|1.19|Ivashka I.|BLR|Right-Handed|4.73|0.0|-1.0|6890.0|-1.0|5.0
indoors|Olivieri G.|ARG|Right-Handed|2.23|Novak D.|AUT|Right-Handed|1.62|0.0|-3.0|-304.0|-7.0|-8.0
clay|Oliel Y.|ISR|Left-Handed|1.57|Lopez San Martin A.|ESP|Right-Handed|2.24|0.0|-2.0|-53.0|8.0|10.0
indoors|Muller A.|FRA|Right-Handed|2.27|Ugo Carabelli C.|ARG|Right-Handed|1.59|0.0|3.0|-86.0|-8.0|-2.0
grass|Seppi A.|ITA|Right-Handed|1.59|Borges N.|PRT|Right-Handed|2.26|0.0|12.0|-1.0|3.0|6.0
clay|Zeppieri G.|ITA|Left-Handed|1.99|Monteiro T.|BRA|Left-Handed|1.76|0.0|-8.0|-351.0|0.0|2.0
grass|Popyrin A.|AUS|Right-Handed|1.71|Ofner S.|AUT|Right-Handed|2.07|0.0|-1.0|361.0|-3.0|5.0
grass|Khachanov K.|RUS|Right-Handed|1.14|Djere L.|SRB|Right-Handed|5.65|0.0|0.0|799.0|5.0|10.0
