Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Sweeny D.|AUS|Right-Handed|1.77|Mansouri S.|TUN|Right-Handed|1.98|0.0|-6.0|-161.0|-23.0|-23.0
grass|Popyrin A.|AUS|Right-Handed|1.71|Rinderknech A.|FRA|Right-Handed|2.14|0.0|-2.0|-19.0|-8.0|0.0
hard|Tomic B.|AUS|Right-Handed|2.19|Bolt A.|AUS|Left-Handed|1.64|0.0|1.0|-198.0|7.0|13.0
clay|Janvier M.|FRA|Right-Handed|4.24|Diaz Acosta F.|ARG|Left-Handed|1.21|0.0|5.0|-171.0|7.0|10.0
clay|Lopez San Martin A.|ESP|Right-Handed|2.06|Trungelliti M.|ARG|Right-Handed|1.71|0.0|-7.0|-63.0|-8.0|0.0
clay|Sachko V.|UKR|Right-Handed|1.74|Kovalik J.|SVK|Right-Handed|2.24|0.0|-6.0|-191.0|-14.0|0.0
clay|Geerts M.|BEL|Right-Handed|2.9|Madaras D.|SWE|Left-Handed|1.38|0.0|2.0|32.0|-12.0|-13.0
clay|Kuzmanov D.|BGR|Right-Handed|1.44|Melzer G.|AUT|Left-Handed|2.65|0.0|-2.0|0.0|-3.0|5.0
clay|Kolar Z.|CZE|Right-Handed|1.55|Zuk K.|POL|Right-Handed|2.38|0.0|2.0|124.0|-2.0|2.0
grass|Griekspoor T.|NLD|Right-Handed|1.6|Ymer M.|SWE|Right-Handed|2.33|0.0|2.0|228.0|10.0|5.0
grass|Karatsev A.|RUS|Right-Handed|1.71|Moutet C.|FRA|Left-Handed|2.13|0.0|5.0|155.0|17.0|10.0
clay|Gakhov I.|RUS|Left-Handed|1.33|Guinard M.|FRA|Right-Handed|3.23|0.0|2.0|-94.0|-1.0|-5.0
grass|Bublik A.|KAZ|Right-Handed|1.78|Goffin D.|BEL|Right-Handed|2.04|0.0|-5.0|390.0|7.0|18.0
clay|Collarini A.|ARG|Left-Handed|1.77|Popko D.|KAZ|Right-Handed|2.17|0.0|4.0|-24.0|-7.0|-6.0
clay|Gombos N.|SVK|Right-Handed|1.91|Svrcina D.|CZE|Right-Handed|1.82|0.0|9.0|230.0|17.0|15.0
clay|Roca Batalla O.|ESP|Right-Handed|3.57|Bagnis F.|ARG|Left-Handed|1.26|0.0|-3.0|-342.0|-7.0|-10.0
grass|Barrere G.|FRA|Right-Handed|2.15|Otte O.|DEU|Right-Handed|1.7|0.0|1.0|384.0|1.0|-10.0
grass|Djere L.|SRB|Right-Handed|2.06|Berankis R.|LTU|Right-Handed|1.76|0.0|-6.0|539.0|5.0|13.0
grass|Fucsovics M.|HUN|Right-Handed|2.02|Shapovalov D.|CAN|Left-Handed|1.79|0.0|5.0|-615.0|7.0|3.0
grass|Wu Y.|CHN|Right-Handed|3.39|Kyrgios N.|AUS|Right-Handed|1.32|0.0|-5.0|-581.0|-5.0|-10.0
clay|Machac T.|CZE|Right-Handed|1.26|Bonadio R.|ITA|Right-Handed|3.65|0.0|-7.0|95.0|-8.0|3.0
clay|Munar J.|ESP|Right-Handed|1.13|Arnaboldi A.|ITA|Left-Handed|5.45|0.0|-11.0|519.0|4.0|3.0
grass|Borges N.|PRT|Right-Handed|1.22|Chung H.|KOR|Right-Handed|4.1|0.0|0.0|344.0|-14.0|-3.0
grass|O'Connell C.|AUS|Right-Handed|1.71|Altmaier D.|DEU|Right-Handed|2.12|0.0|2.0|-332.0|-10.0|-8.0
grass|Koepfer D.|DEU|Left-Handed|1.1|Lokoli L.|FRA|Right-Handed|1.1|0.0|0.0|53.0|1.0|-8.0
