Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Alcaraz C.|ESP|Right-Handed|1.04|Gombos N.|SVK|Right-Handed|11.78|0.0|-10.0|4411.0|-13.0|-8.0
clay|Novak D.|AUT|Right-Handed|2.25|Marterer M.|DEU|Left-Handed|1.6|0.0|0.0|52.0|-4.0|-8.0
clay|Agamenone F.|ITA|Right-Handed|5.37|Baez S.|ARG|Right-Handed|1.16|0.0|8.0|-865.0|12.0|18.0
clay|Schoolkate T.|AUS|Right-Handed|1.91|Noguchi R.|JPN|Right-Handed|1.78|0.0|-3.0|-149.0|15.0|15.0
hard|Humbert U.|FRA|Left-Handed|1.32|Masur D.|DEU|Right-Handed|3.22|0.0|-3.0|115.0|-5.0|5.0
clay|Cecchinato M.|ITA|Right-Handed|3.72|Musetti L.|ITA|Right-Handed|1.28|0.0|8.0|-918.0|3.0|0.0
clay|Ramos-Vinolas A.|ESP|Left-Handed|2.02|Martinez P.|ESP|Right-Handed|1.79|0.0|8.0|-50.0|0.0|3.0
clay|Bagnis F.|ARG|Left-Handed|2.42|Moutet C.|FRA|Left-Handed|1.56|0.0|9.0|-43.0|14.0|8.0
clay|Hanfmann Y.|DEU|Right-Handed|3.63|Thiem D.|AUT|Right-Handed|1.29|0.0|3.0|125.0|7.0|8.0
hard|Gomez E.|ECU|Right-Handed|1.34|Mejia N.|COL|Right-Handed|3.11|0.0|8.0|261.0|4.0|0.0
