Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
indoors|De Jong J.|NLD|Right-Handed|2.25|Guinard M.|FRA|Right-Handed|1.61|0.0|-4.0|-22.0|-11.0|-16.0
hard|Zhang Z.|CHN|Right-Handed|1.34|Bonadio R.|ITA|Right-Handed|3.18|0.0|-3.0|-52.0|6.0|13.0
indoors|Kuhn N.|DEU|Right-Handed|2.0|Moraing M.|DEU|Left-Handed|1.76|0.0|-7.0|-51.0|-9.0|-13.0
hard|Jarry N.|CHL|Right-Handed|1.35|Brancaccio R.|ITA|Right-Handed|3.14|0.0|1.0|337.0|18.0|15.0
indoors|Van Rijthoven T.|NLD|Right-Handed|1.07|Erler A.|AUT|Right-Handed|8.25|0.0|0.0|335.0|6.0|-5.0
indoors|Lokoli L.|FRA|Right-Handed|1.66|Ramanathan R.|IND|Right-Handed|2.14|0.0|-1.0|19.0|-2.0|0.0
indoors|Karatsev A.|RUS|Right-Handed|1.48|Rosol L.|CZE|Right-Handed|2.64|0.0|-7.0|780.0|2.0|-8.0
hard|Gojo B.|HRV|Right-Handed|1.29|Napolitano S.|ITA|Right-Handed|3.45|0.0|-3.0|-28.0|0.0|0.0
indoors|Donskoy E.|RUS|Right-Handed|1.38|Lamasine T.|FRA|Right-Handed|2.87|0.0|4.0|252.0|6.0|2.0
indoors|Rune H.|DNK|Right-Handed|1.22|Monteiro T.|BRA|Left-Handed|4.23|0.0|-10.0|663.0|-10.0|2.0
indoors|Ritschard A.|CHE|Right-Handed|1.42|Molleker R.|DEU|Right-Handed|2.73|0.0|6.0|58.0|7.0|8.0
clay|Rodriguez Taverna S.|ARG|Right-Handed|1.16|Jaziri M.|TUN|Right-Handed|4.87|0.0|-12.0|153.0|1.0|6.0
hard|Napolitano S.|ITA|Right-Handed|2.52|Pellegrino A.|ITA|Right-Handed|1.5|0.0|2.0|136.0|9.0|11.0
clay|Ugo Carabelli C.|ARG|Right-Handed|1.27|Olivieri G.|ARG|Right-Handed|3.57|0.0|-1.0|153.0|10.0|10.0
indoors|Garin C.|CHL|Right-Handed|2.34|Kubler J.|AUS|Right-Handed|1.59|0.0|-2.0|57.0|11.0|7.0
hard|Zhang Z.|CHN|Right-Handed|1.27|Zeppieri G.|ITA|Left-Handed|3.16|0.0|4.0|-57.0|9.0|8.0
hard|De Loore J.|BEL|Right-Handed|1.5|Shimizu Y.|JPN|Left-Handed|2.44|0.0|5.0|50.0|24.0|28.0
indoors|Forejtek J.|CZE|Right-Handed|1.64|Caruso S.|ITA|Right-Handed|2.18|0.0|-9.0|-363.0|-9.0|-5.0
indoors|Gasquet R.|FRA|Right-Handed|2.51|Wawrinka S.|CHE|Right-Handed|1.52|0.0|-1.0|353.0|0.0|1.0
hard|Purcell M.|AUS|Right-Handed|1.3|Hong S.|KOR|Right-Handed|3.19|0.0|-1.0|141.0|10.0|10.0
