Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
indoors|Marterer M.|DEU|Left-Handed|1.93|Safiullin R.|RUS|Right-Handed|1.81|0.0|2.0|-176.0|9.0|6.0
clay|Verdasco F.|ESP|Left-Handed|2.96|Monteiro T.|BRA|Left-Handed|1.39|0.0|7.0|-355.0|12.0|5.0
clay|Delbonis F.|ARG|Left-Handed|1.45|Del Potro J.|ARG|Right-Handed|2.76|0.0|-2.0|799.0|-7.0|-5.0
indoors|Halys Q.|FRA|Right-Handed|1.38|Mayot H.|FRA|Right-Handed|2.93|0.0|6.0|412.0|7.0|13.0
indoors|Bergs Z.|BEL|Right-Handed|2.11|Novak D.|AUT|Right-Handed|1.69|0.0|-3.0|-238.0|3.0|2.0
indoors|Musetti L.|ITA|Right-Handed|3.59|Hurkacz H.|POL|Right-Handed|1.29|0.0|-3.0|-2313.0|-6.0|-11.0
hard|Coppejans K.|BEL|Right-Handed|2.16|Celikbilek A.|TUR|Right-Handed|1.65|0.0|1.0|94.0|-4.0|-5.0
indoors|Maamoun K.|EGY|Right-Handed|1.91|Shevchenko A.|KAZ|Right-Handed|1.57|0.0|9.0|-202.0|3.0|-10.0
clay|Ruud C.|NOR|Right-Handed|1.22|Carballes Baena R.|ESP|Right-Handed|4.27|0.0|-4.0|3230.0|0.0|0.0
indoors|Fucsovics M.|HUN|Right-Handed|2.07|Krajinovic F.|SRB|Right-Handed|1.76|0.0|0.0|-57.0|7.0|3.0
indoors|Seppi A.|ITA|Right-Handed|2.08|Altmaier D.|DEU|Right-Handed|1.74|0.0|13.0|-99.0|-10.0|0.0
clay|Coria F.|ARG|Right-Handed|1.79|Lajovic D.|SRB|Right-Handed|2.01|0.0|-2.0|-400.0|-10.0|-3.0
hard|Gojo B.|HRV|Right-Handed|2.31|Vukic A.|AUS|Right-Handed|1.57|0.0|-1.0|-251.0|6.0|8.0
indoors|Zekic M.|SRB|Right-Handed|1.23|Hamou M.|FRA|Right-Handed|3.5|0.0|8.0|-29.0|4.0|0.0
indoors|Bemelmans R.|BEL|Left-Handed|1.53|Janvier M.|FRA|Right-Handed|2.39|0.0|7.0|41.0|-5.0|-10.0
