Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Piros Z.|HUN|Right-Handed|2.44|Seyboth Wild T.|BRA|Right-Handed|1.52|0.0|-1.0|-268.0|-10.0|-5.0
grass|Medvedev D.|RUS|Right-Handed|1.27|Mannarino A.|FRA|Left-Handed|3.87|0.0|-7.0|4778.0|4.0|18.0
grass|Bublik A.|KAZ|Right-Handed|1.14|Marterer M.|DEU|Left-Handed|5.78|0.0|0.0|1012.0|-7.0|7.0
clay|Zeppieri G.|ITA|Left-Handed|1.42|Gakhov I.|RUS|Left-Handed|2.73|0.0|-5.0|186.0|-2.0|-6.0
grass|Berrettini M.|ITA|Right-Handed|2.4|De Minaur A.|AUS|Right-Handed|1.59|0.0|3.0|-1033.0|26.0|13.0
grass|Davidovich Fokina A.|ESP|Right-Handed|1.51|Van De Zandschulp B.|NLD|Right-Handed|2.59|0.0|-3.0|140.0|-3.0|-5.0
grass|Zverev A.|DEU|Right-Handed|1.13|Watanuki Y.|JPN|Right-Handed|6.14|0.0|2.0|1083.0|27.0|18.0
grass|Djokovic N.|SRB|Right-Handed|1.04|Wawrinka S.|CHE|Right-Handed|13.94|0.0|-2.0|6921.0|1.0|5.0
grass|Jarry N.|CHL|Right-Handed|1.64|Kubler J.|AUS|Right-Handed|2.28|0.0|-4.0|594.0|16.0|20.0
grass|Alcaraz C.|ESP|Right-Handed|1.02|Muller A.|FRA|Right-Handed|19.6|0.0|-6.0|6964.0|-3.0|2.0
clay|Hemery C.|FRA|Right-Handed|1.57|Giustino L.|ITA|Right-Handed|2.32|0.0|-6.0|171.0|0.0|11.0
grass|Rublev A.|RUS|Right-Handed|1.2|Goffin D.|BEL|Right-Handed|4.63|0.0|-7.0|3752.0|0.0|8.0
grass|Safiullin R.|RUS|Right-Handed|1.44|Pella G.|ARG|Left-Handed|2.82|0.0|-8.0|493.0|-4.0|2.0
grass|Galan D.|COL|Right-Handed|3.16|Ymer M.|SWE|Right-Handed|1.37|0.0|3.0|-452.0|-3.0|8.0
grass|Rune H.|DNK|Right-Handed|1.07|Carballes Baena R.|ESP|Right-Handed|9.19|0.0|-9.0|3660.0|-9.0|2.0
grass|Sinner J.|ITA|Right-Handed|1.15|Halys Q.|FRA|Right-Handed|5.68|0.0|-4.0|2604.0|-2.0|-3.0
grass|Hurkacz H.|POL|Right-Handed|1.58|Musetti L.|ITA|Right-Handed|2.42|0.0|3.0|-150.0|6.0|11.0
grass|O'Connell C.|AUS|Right-Handed|1.87|Vesely J.|CZE|Left-Handed|1.96|0.0|-2.0|414.0|-16.0|-15.0
hard|Schoolkate T.|AUS|Right-Handed|2.25|Jasika O.|AUS|Left-Handed|1.61|0.0|-8.0|-154.0|18.0|0.0
clay|Guinard M.|FRA|Right-Handed|1.36|Durasovic V.|NOR|Right-Handed|3.04|0.0|0.0|249.0|1.0|11.0
