Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
indoors|Zeppieri G.|ITA|Left-Handed|1.34|Uchida K.|JPN|Right-Handed|3.16|0.0|-8.0|-20.0|4.0|5.0
clay|Bonadio R.|ITA|Right-Handed|1.54|Lama G.|CHL|Right-Handed|2.39|0.0|-1.0|124.0|-1.0|0.0
hard|Halys Q.|FRA|Right-Handed|1.45|Basilashvili N.|GEO|Right-Handed|2.67|0.0|-4.0|310.0|-1.0|6.0
clay|Seyboth Wild T.|BRA|Right-Handed|1.58|Agamenone F.|ITA|Right-Handed|2.32|0.0|-6.0|99.0|-4.0|-3.0
clay|Ugo Carabelli C.|ARG|Right-Handed|2.28|Diaz Acosta F.|ARG|Left-Handed|1.6|0.0|2.0|112.0|10.0|2.0
hard|Shevchenko A.|KAZ|Right-Handed|3.32|Ivashka I.|BLR|Right-Handed|1.32|0.0|-7.0|-265.0|-14.0|-8.0
hard|Lazarov A.|BGR|Right-Handed|3.04|Zhang Z.|CHN|Right-Handed|1.36|0.0|-3.0|-132.0|-3.0|-2.0
hard|Machac T.|CZE|Right-Handed|2.41|Fucsovics M.|HUN|Right-Handed|1.54|0.0|-8.0|-140.0|-9.0|-5.0
hard|Kotov P.|RUS|Right-Handed|3.16|Safiullin R.|RUS|Right-Handed|1.34|0.0|-2.0|-66.0|11.0|6.0
indoors|Hurkacz H.|POL|Right-Handed|1.6|Bublik A.|KAZ|Right-Handed|2.33|0.0|-3.0|2130.0|4.0|-2.0
clay|Jarry N.|CHL|Right-Handed|1.75|Baez S.|ARG|Right-Handed|2.06|0.0|4.0|-689.0|20.0|28.0
clay|Hanfmann Y.|DEU|Right-Handed|1.26|Pellegrino A.|ITA|Right-Handed|3.64|0.0|5.0|262.0|5.0|8.0
clay|Taberner C.|ESP|Right-Handed|1.99|Kovalik J.|SVK|Right-Handed|1.78|0.0|-6.0|149.0|-4.0|0.0
