Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Cachin P.|ARG|Right-Handed|1.51|Etcheverry T.|ARG|Right-Handed|2.45|0.0|3.0|9.0|-5.0|-11.0
hard|Daniel T.|JPN|Right-Handed|1.13|Pecotic M.|HRV|Left-Handed|5.59|0.0|4.0|533.0|-3.0|6.0
clay|Cachin P.|ARG|Right-Handed|1.12|Mena F.|ARG|Right-Handed|5.83|0.0|-3.0|244.0|-1.0|2.0
hard|Zhang Z.|CHN|Right-Handed|1.43|Mayot H.|FRA|Right-Handed|2.7|0.0|5.0|183.0|16.0|15.0
hard|Lestienne C.|FRA|Right-Handed|2.78|Humbert U.|FRA|Left-Handed|1.41|0.0|5.0|-135.0|4.0|-8.0
hard|Peliwo F.|POL|Right-Handed|2.63|Hoang A.|FRA|Right-Handed|1.43|0.0|1.0|-402.0|-4.0|-3.0
clay|Trungelliti M.|ARG|Right-Handed|2.3|Carballes Baena R.|ESP|Right-Handed|1.58|0.0|3.0|-285.0|1.0|-5.0
hard|Humbert U.|FRA|Left-Handed|1.88|Ymer M.|SWE|Right-Handed|1.85|0.0|0.0|-44.0|-2.0|5.0
hard|Pospisil V.|CAN|Right-Handed|1.53|Simon G.|FRA|Right-Handed|2.4|0.0|-3.0|-103.0|18.0|10.0
hard|Lestienne C.|FRA|Right-Handed|1.57|Verdasco F.|ESP|Left-Handed|2.31|0.0|-8.0|-139.0|-13.0|-8.0
hard|Machac T.|CZE|Right-Handed|1.17|Mansouri S.|TUN|Right-Handed|4.73|0.0|-6.0|196.0|-13.0|-10.0
hard|Rinderknech A.|FRA|Right-Handed|1.77|Berankis R.|LTU|Right-Handed|1.97|0.0|-6.0|163.0|9.0|21.0
hard|Griekspoor T.|NLD|Right-Handed|1.03|Pervolarakis M.|GRC|Right-Handed|12.73|0.0|1.0|860.0|-5.0|-5.0
clay|Etcheverry T.|ARG|Right-Handed|1.56|Olivo R.|ARG|Right-Handed|2.34|0.0|-7.0|250.0|9.0|16.0
