Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Valkusz M.|HUN|Right-Handed|1.82|Klein L.|SVK|Right-Handed|1.92|0.0|-1.0|-314.0|-10.0|-10.0
clay|Zekic M.|SRB|Right-Handed|3.21|Bonadio R.|ITA|Right-Handed|1.31|0.0|6.0|-173.0|-2.0|5.0
clay|Giustino L.|ITA|Right-Handed|1.56|Jasika O.|AUS|Left-Handed|2.33|0.0|5.0|271.0|23.0|-3.0
clay|Zuk K.|POL|Right-Handed|2.13|Serdarusic N.|HRV|Right-Handed|1.65|0.0|-4.0|135.0|-7.0|-8.0
clay|Wawrinka S.|CHE|Right-Handed|1.97|Griekspoor T.|NLD|Right-Handed|1.84|0.0|11.0|-447.0|-6.0|-6.0
clay|Schwartzman D.|ARG|Right-Handed|1.63|Goffin D.|BEL|Right-Handed|2.28|0.0|-2.0|350.0|-6.0|-10.0
clay|Thiem D.|AUT|Right-Handed|1.58|Gasquet R.|FRA|Right-Handed|2.4|0.0|-8.0|-375.0|0.0|2.0
clay|Bonzi B.|FRA|Right-Handed|2.76|Zapata Miralles B.|ESP|Right-Handed|1.46|0.0|-1.0|-86.0|-6.0|2.0
clay|Popyrin A.|AUS|Right-Handed|2.85|Lajovic D.|SRB|Right-Handed|1.43|0.0|-8.0|-132.0|-5.0|13.0
clay|Van De Zandschulp B.|NLD|Right-Handed|2.26|Fucsovics M.|HUN|Right-Handed|1.65|0.0|-3.0|518.0|1.0|0.0
clay|Ymer E.|SWE|Right-Handed|1.49|Lazarov A.|BGR|Right-Handed|2.48|0.0|3.0|206.0|-5.0|-8.0
hard|Statham R.|NZL|Right-Handed|2.24|Tomic B.|AUS|Right-Handed|1.6|0.0|6.0|-213.0|-11.0|-18.0
