Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Serdarusic N.|HRV|Right-Handed|1.65|Travaglia S.|ITA|Right-Handed|2.15|0.0|-4.0|-370.0|5.0|6.0
hard|Rune H.|DNK|Right-Handed|1.36|Paire B.|FRA|Right-Handed|3.13|0.0|-11.0|897.0|-12.0|-11.0
clay|Gombos N.|SVK|Right-Handed|1.29|Roca Batalla O.|ESP|Right-Handed|3.42|0.0|0.0|330.0|10.0|20.0
clay|Milojevic N.|SRB|Right-Handed|2.7|Brancaccio R.|ITA|Right-Handed|1.41|0.0|2.0|383.0|4.0|5.0
hard|Van De Zandschulp B.|NLD|Right-Handed|1.28|Gojo B.|HRV|Right-Handed|3.64|0.0|2.0|1181.0|-7.0|-8.0
hard|Ruusuvuori E.|FIN|Right-Handed|2.68|Hurkacz H.|POL|Right-Handed|1.46|0.0|0.0|-2045.0|-2.0|-8.0
hard|Dimitrov G.|BGR|Right-Handed|1.57|Mannarino A.|FRA|Left-Handed|2.38|0.0|-3.0|1034.0|2.0|11.0
hard|Thompson J.|AUS|Right-Handed|1.55|Hanfmann Y.|DEU|Right-Handed|2.43|0.0|-3.0|79.0|-4.0|-10.0
hard|Kubler J.|AUS|Right-Handed|1.32|Etcheverry T.|ARG|Right-Handed|3.37|0.0|6.0|-141.0|-8.0|-18.0
clay|Pellegrino A.|ITA|Right-Handed|3.63|Djere L.|SRB|Right-Handed|1.26|0.0|-1.0|-499.0|-1.0|-3.0
hard|Safiullin R.|RUS|Right-Handed|1.11|Mukund S.|IND|Right-Handed|6.34|0.0|-1.0|246.0|-3.0|0.0
hard|Bagnis F.|ARG|Left-Handed|2.07|Escobedo E.|MEX|Right-Handed|1.75|0.0|5.0|172.0|0.0|-2.0
clay|Domingues J.|PRT|Right-Handed|3.82|Cecchinato M.|ITA|Right-Handed|1.24|0.0|1.0|-70.0|-8.0|-7.0
hard|Nishioka Y.|JPN|Left-Handed|3.01|De Minaur A.|AUS|Right-Handed|1.39|0.0|4.0|-1033.0|-5.0|-13.0
hard|Kokkinakis T.|AUS|Right-Handed|1.41|Verdasco F.|ESP|Left-Handed|2.88|0.0|-9.0|219.0|-6.0|5.0
hard|Ymer M.|SWE|Right-Handed|2.1|Karatsev A.|RUS|Right-Handed|1.72|0.0|-5.0|-700.0|-10.0|-2.0
clay|Vavassori A.|ITA|Right-Handed|1.74|Blancaneaux G.|FRA|Right-Handed|2.01|0.0|3.0|-90.0|3.0|13.0
hard|Khachanov K.|RUS|Right-Handed|1.34|Koepfer D.|DEU|Left-Handed|3.21|0.0|-1.0|1093.0|8.0|18.0
