Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Delbonis F.|ARG|Left-Handed|1.83|Ymer M.|SWE|Right-Handed|1.96|0.0|9.0|-173.0|15.0|10.0
clay|Musetti L.|ITA|Right-Handed|1.63|Lajovic D.|SRB|Right-Handed|2.28|0.0|-12.0|78.0|-8.0|2.0
hard|Jasika O.|AUS|Left-Handed|1.42|Bellucci T.|BRA|Left-Handed|2.67|0.0|-8.0|-13.0|-22.0|-5.0
indoors|Galarneau A.|CAN|Right-Handed|1.98|Watanuki Y.|JPN|Right-Handed|1.77|0.0|-2.0|16.0|16.0|0.0
clay|Martinez P.|ESP|Right-Handed|1.65|Taberner C.|ESP|Right-Handed|2.22|0.0|1.0|409.0|-2.0|2.0
clay|Hanfmann Y.|DEU|Right-Handed|2.03|Bergs Z.|BEL|Right-Handed|1.75|0.0|7.0|208.0|3.0|8.0
clay|Lehecka J.|CZE|Right-Handed|2.01|Etcheverry T.|ARG|Right-Handed|1.79|0.0|-3.0|105.0|-2.0|-13.0
hard|Menendez-Maceiras A.|ESP|Right-Handed|1.7|Leshem E.|ISR|Right-Handed|2.07|0.0|10.0|230.0|5.0|0.0
clay|Davidovich Fokina A.|ESP|Right-Handed|1.81|Van De Zandschulp B.|NLD|Right-Handed|1.99|0.0|-3.0|-325.0|-3.0|-5.0
clay|Jarry N.|CHL|Right-Handed|1.5|Kopriva V.|CZE|Right-Handed|2.51|0.0|3.0|121.0|21.0|20.0
clay|Agamenone F.|ITA|Right-Handed|1.53|Arnaboldi A.|ITA|Left-Handed|2.38|0.0|-7.0|201.0|10.0|8.0
clay|Gombos N.|SVK|Right-Handed|1.27|Gaio F.|ITA|Right-Handed|3.54|0.0|0.0|180.0|1.0|13.0
clay|Zhang Z.|CHN|Right-Handed|1.17|Benchetrit E.|MAR|Right-Handed|4.49|0.0|2.0|185.0|-1.0|0.0
hard|Bellier A.|CHE|Left-Handed|2.73|Borges N.|PRT|Right-Handed|1.42|0.0|-1.0|-334.0|5.0|11.0
clay|Marterer M.|DEU|Left-Handed|1.66|Forejtek J.|CZE|Right-Handed|2.13|0.0|6.0|224.0|13.0|11.0
clay|Ymer E.|SWE|Right-Handed|2.52|Moutet C.|FRA|Left-Handed|1.5|0.0|2.0|-31.0|11.0|8.0
clay|Ritschard A.|CHE|Right-Handed|2.31|Sousa J.|PRT|Right-Handed|1.6|0.0|-5.0|-531.0|8.0|8.0
clay|Muller A.|FRA|Right-Handed|1.97|Pellegrino A.|ITA|Right-Handed|1.77|0.0|0.0|167.0|-6.0|-2.0
