Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
indoors|Nishioka Y.|JPN|Left-Handed|1.42|Karatsev A.|RUS|Right-Handed|2.87|0.0|-2.0|310.0|-21.0|-15.0
hard|Mukund S.|IND|Right-Handed|4.51|Duckworth J.|AUS|Right-Handed|1.17|0.0|-6.0|-319.0|-4.0|2.0
indoors|Ymer M.|SWE|Right-Handed|2.11|Bublik A.|KAZ|Right-Handed|1.73|0.0|-3.0|-453.0|-2.0|-15.0
indoors|Kopriva V.|CZE|Right-Handed|2.05|Kuzmanov D.|BGR|Right-Handed|1.72|0.0|-6.0|2.0|-8.0|-15.0
indoors|Musetti L.|ITA|Right-Handed|2.53|Cilic M.|HRV|Right-Handed|1.52|0.0|-13.0|-394.0|-14.0|-13.0
indoors|Karlovskiy E.|RUS|Right-Handed|2.36|Copil M.|ROU|Right-Handed|1.55|0.0|-5.0|123.0|-2.0|-2.0
indoors|Basilashvili N.|GEO|Right-Handed|3.96|Halys Q.|FRA|Right-Handed|1.25|0.0|4.0|-200.0|1.0|-6.0
indoors|Hanfmann Y.|DEU|Right-Handed|1.86|Piros Z.|HUN|Right-Handed|1.87|0.0|8.0|319.0|18.0|13.0
indoors|Borges N.|PRT|Right-Handed|1.34|Kovalik J.|SVK|Right-Handed|3.1|0.0|-5.0|290.0|-7.0|2.0
indoors|Khachanov K.|RUS|Right-Handed|1.16|Baez S.|ARG|Right-Handed|5.25|0.0|5.0|888.0|17.0|28.0
indoors|Ilkel C.|TUR|Right-Handed|1.41|Marchenko I.|UKR|Right-Handed|2.75|0.0|-7.0|-313.0|0.0|-2.0
indoors|Gasquet R.|FRA|Right-Handed|1.51|Molcan A.|SVK|Left-Handed|2.54|0.0|12.0|-284.0|6.0|5.0
