Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Thiem D.|AUT|Right-Handed|1.46|Delbonis F.|ARG|Left-Handed|2.72|0.0|-5.0|-260.0|-11.0|-8.0
clay|Karatsev A.|RUS|Right-Handed|1.55|Galan D.|COL|Right-Handed|2.44|0.0|2.0|724.0|13.0|-6.0
clay|Mayot H.|FRA|Right-Handed|1.95|Domingues J.|PRT|Right-Handed|1.8|0.0|-9.0|-204.0|1.0|0.0
clay|Cerundolo F.|ARG|Right-Handed|2.97|Rublev A.|RUS|Right-Handed|1.4|0.0|-3.0|-2238.0|8.0|-3.0
indoors|Wu Y.|CHN|Right-Handed|1.27|Gojowczyk P.|DEU|Right-Handed|3.58|0.0|-10.0|-534.0|-3.0|-5.0
clay|Khachanov K.|RUS|Right-Handed|1.48|Fognini F.|ITA|Right-Handed|2.63|0.0|-9.0|651.0|8.0|20.0
clay|Jarry N.|CHL|Right-Handed|1.55|Hanfmann Y.|DEU|Right-Handed|2.43|0.0|-5.0|102.0|4.0|5.0
clay|Martinez P.|ESP|Right-Handed|1.64|Ymer E.|SWE|Right-Handed|2.26|0.0|0.0|520.0|-3.0|2.0
clay|Alcaraz C.|ESP|Right-Handed|1.2|Krajinovic F.|SRB|Right-Handed|4.57|0.0|-10.0|3835.0|-3.0|0.0
clay|Berrettini M.|ITA|Right-Handed|1.27|Gasquet R.|FRA|Right-Handed|3.77|0.0|-10.0|1504.0|16.0|13.0
hard|Lestienne C.|FRA|Right-Handed|1.31|Seyboth Wild T.|BRA|Right-Handed|3.27|0.0|5.0|-201.0|-1.0|-5.0
clay|Ruud C.|NOR|Right-Handed|1.21|Lehecka J.|CZE|Right-Handed|4.46|0.0|4.0|4120.0|-3.0|0.0
hard|Janvier M.|FRA|Right-Handed|2.43|Bellier A.|CHE|Left-Handed|1.52|0.0|1.0|111.0|0.0|-3.0
clay|Zhang Z.|CHN|Right-Handed|1.88|Cecchinato M.|ITA|Right-Handed|1.84|0.0|-3.0|-204.0|9.0|8.0
clay|Silva F.|PRT|Left-Handed|2.28|Kicker N.|ARG|Right-Handed|1.59|0.0|-1.0|-90.0|-1.0|0.0
