Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Dellien H.|BOL|Right-Handed|1.23|Agamenone F.|ITA|Right-Handed|3.93|0.0|1.0|93.0|-7.0|-8.0
hard|Kubler J.|AUS|Right-Handed|3.25|Dimitrov G.|BGR|Right-Handed|1.35|0.0|-1.0|-910.0|-7.0|-13.0
hard|Popyrin A.|AUS|Right-Handed|1.53|Zhang Z.|CHN|Right-Handed|2.52|0.0|-1.0|285.0|-9.0|3.0
hard|Ruud C.|NOR|Right-Handed|1.29|Schwartzman D.|ARG|Right-Handed|3.68|0.0|-5.0|4550.0|13.0|13.0
hard|Mannarino A.|FRA|Left-Handed|1.82|Thiem D.|AUT|Right-Handed|2.0|0.0|6.0|241.0|0.0|-5.0
hard|Shimizu Y.|JPN|Left-Handed|2.17|Galarneau A.|CAN|Right-Handed|1.65|0.0|0.0|-130.0|-17.0|-17.0
hard|Ivashka I.|BLR|Right-Handed|2.46|Van De Zandschulp B.|NLD|Right-Handed|1.55|0.0|1.0|-554.0|1.0|5.0
hard|Hijikata R.|AUS|Right-Handed|3.69|Ymer M.|SWE|Right-Handed|1.28|0.0|-2.0|-400.0|-7.0|-5.0
clay|Kopriva V.|CZE|Right-Handed|1.41|Geerts M.|BEL|Right-Handed|2.79|0.0|-2.0|152.0|-4.0|0.0
clay|Seyboth Wild T.|BRA|Right-Handed|2.3|Bagnis F.|ARG|Left-Handed|1.58|0.0|-9.0|-73.0|-4.0|2.0
indoors|Ilkel C.|TUR|Right-Handed|1.52|Sachko V.|UKR|Right-Handed|2.44|0.0|3.0|-65.0|14.0|0.0
hard|Garin C.|CHL|Right-Handed|2.4|Nishioka Y.|JPN|Left-Handed|1.58|0.0|1.0|-576.0|21.0|15.0
clay|Ofner S.|AUT|Right-Handed|1.5|Coppejans K.|BEL|Right-Handed|2.5|0.0|-1.0|-150.0|13.0|11.0
hard|Thompson J.|AUS|Right-Handed|5.37|Tsitsipas S.|GRC|Right-Handed|1.16|0.0|3.0|-5158.0|-7.0|-10.0
clay|Olivieri G.|ARG|Right-Handed|1.8|Gaio F.|ITA|Right-Handed|1.94|0.0|-6.0|-114.0|-11.0|-5.0
hard|Gasquet R.|FRA|Right-Handed|2.31|Gojo B.|HRV|Right-Handed|1.62|0.0|11.0|480.0|-11.0|-13.0
