Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
grass|Kecmanovic M.|SRB|Right-Handed|1.65|Vukic A.|AUS|Right-Handed|2.23|0.0|-1.0|331.0|-9.0|-5.0
grass|Brouwer G.|NLD|Left-Handed|2.91|Rodionov J.|AUT|Left-Handed|1.39|0.0|2.0|-39.0|-14.0|0.0
grass|Mayot H.|FRA|Right-Handed|2.17|Duckworth J.|AUS|Right-Handed|1.66|0.0|-11.0|-399.0|-11.0|-5.0
grass|Couacaud E.|FRA|Right-Handed|1.49|Chung H.|KOR|Right-Handed|2.57|0.0|0.0|-81.0|-11.0|-5.0
grass|Lokoli L.|FRA|Right-Handed|1.78|Gombos N.|SVK|Right-Handed|2.01|0.0|-2.0|-140.0|-7.0|-5.0
clay|Rodriguez Taverna S.|ARG|Right-Handed|1.33|Luz O.|BRA|Right-Handed|3.18|0.0|-1.0|224.0|4.0|11.0
grass|Coppejans K.|BEL|Right-Handed|4.37|Bergs Z.|BEL|Right-Handed|1.2|0.0|3.0|9.0|-15.0|-5.0
grass|Halys Q.|FRA|Right-Handed|2.52|Wu Y.|CHN|Right-Handed|1.49|0.0|4.0|-128.0|-2.0|8.0
grass|Hanfmann Y.|DEU|Right-Handed|3.59|Tsitsipas S.|GRC|Right-Handed|1.29|0.0|6.0|-3790.0|-3.0|0.0
grass|Lopez F.|ESP|Left-Handed|4.75|Thompson J.|AUS|Right-Handed|1.18|0.0|13.0|-720.0|6.0|5.0
grass|Popyrin A.|AUS|Right-Handed|1.54|Molcan A.|SVK|Left-Handed|2.37|0.0|1.0|-70.0|5.0|18.0
grass|Barrere G.|FRA|Right-Handed|2.54|Jarry N.|CHL|Right-Handed|1.51|0.0|3.0|-519.0|-10.0|-15.0
grass|Rinderknech A.|FRA|Right-Handed|1.53|Lestienne C.|FRA|Right-Handed|2.48|0.0|-2.0|-70.0|9.0|16.0
grass|Watanuki Y.|JPN|Right-Handed|1.23|Celikbilek A.|TUR|Right-Handed|4.06|0.0|-1.0|284.0|-9.0|-5.0
grass|Machac T.|CZE|Right-Handed|1.15|Uchida K.|JPN|Right-Handed|5.34|0.0|-8.0|72.0|-1.0|3.0
clay|Coria F.|ARG|Right-Handed|1.36|Caruso S.|ITA|Right-Handed|2.98|0.0|1.0|198.0|-7.0|-5.0
grass|Silva F.|PRT|Left-Handed|1.72|Gomez E.|ECU|Right-Handed|2.09|0.0|-4.0|-290.0|-7.0|-7.0
grass|Pouille L.|FRA|Right-Handed|1.73|Zeppieri G.|ITA|Left-Handed|2.08|0.0|7.0|-438.0|6.0|0.0
