Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Couacaud E.|FRA|Right-Handed|2.07|Vesely J.|CZE|Left-Handed|1.72|0.0|-3.0|-422.0|-16.0|-15.0
clay|Sonego L.|ITA|Right-Handed|1.3|Verdasco F.|ESP|Left-Handed|3.52|0.0|-12.0|1637.0|-14.0|3.0
hard|Gojo B.|HRV|Right-Handed|1.48|Coppejans K.|BEL|Right-Handed|2.54|0.0|-2.0|-115.0|22.0|16.0
clay|Schwartzman D.|ARG|Right-Handed|1.31|Munar J.|ESP|Right-Handed|3.37|0.0|4.0|1813.0|-12.0|-13.0
indoors|Rublev A.|RUS|Right-Handed|1.24|Fucsovics M.|HUN|Right-Handed|4.12|0.0|-5.0|3208.0|-12.0|0.0
hard|Muller A.|FRA|Right-Handed|1.5|Ilkel C.|TUR|Right-Handed|2.48|0.0|-2.0|-28.0|-7.0|0.0
indoors|Tsitsipas S.|GRC|Right-Handed|1.26|De Minaur A.|AUS|Right-Handed|3.84|0.0|2.0|5659.0|20.0|10.0
indoors|Mannarino A.|FRA|Left-Handed|1.55|Nishioka Y.|JPN|Left-Handed|2.44|0.0|7.0|434.0|15.0|10.0
indoors|Bergs Z.|BEL|Right-Handed|1.81|Bemelmans R.|BEL|Left-Handed|1.94|0.0|-9.0|67.0|8.0|2.0
indoors|Santillan A.|AUS|Right-Handed|1.34|Schoolkate T.|AUS|Right-Handed|2.99|0.0|7.0|323.0|0.0|-3.0
clay|Delbonis F.|ARG|Left-Handed|1.95|Fognini F.|ITA|Right-Handed|1.85|0.0|-3.0|-12.0|11.0|15.0
indoors|Sweeny D.|AUS|Right-Handed|1.57|Jasika O.|AUS|Left-Handed|2.26|0.0|-5.0|-150.0|3.0|-13.0
clay|Ruud C.|NOR|Right-Handed|1.22|Coria F.|ARG|Right-Handed|4.29|0.0|-6.0|3094.0|4.0|3.0
indoors|Lehecka J.|CZE|Right-Handed|2.07|Musetti L.|ITA|Right-Handed|1.75|0.0|0.0|-473.0|5.0|-2.0
