Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Escobedo E.|MEX|Right-Handed|2.03|Melzer G.|AUT|Left-Handed|1.74|0.0|-3.0|7.0|2.0|-3.0
clay|Miedler L.|AUT|Right-Handed|1.57|Lamasine T.|FRA|Right-Handed|2.32|0.0|-2.0|-36.0|9.0|0.0
clay|Diez S.|CAN|Right-Handed|2.01|Hijikata R.|AUS|Right-Handed|1.74|0.0|9.0|53.0|8.0|-3.0
clay|Piros Z.|HUN|Right-Handed|1.78|Trungelliti M.|ARG|Right-Handed|1.96|0.0|-9.0|-245.0|-10.0|2.0
clay|Fucsovics M.|HUN|Right-Handed|1.27|Thompson J.|AUS|Right-Handed|3.77|0.0|2.0|222.0|0.0|5.0
clay|Istomin D.|UZB|Right-Handed|1.91|Bellier A.|CHE|Left-Handed|1.83|0.0|12.0|178.0|5.0|-8.0
clay|Millman J.|AUS|Right-Handed|2.6|Thiem D.|AUT|Right-Handed|1.49|0.0|4.0|-182.0|0.0|-2.0
clay|Gojo B.|HRV|Right-Handed|1.56|Fabbiano T.|ITA|Right-Handed|2.33|0.0|-10.0|-83.0|20.0|23.0
clay|Watanuki Y.|JPN|Right-Handed|2.52|Brouwer G.|NLD|Left-Handed|1.49|0.0|0.0|133.0|-9.0|-11.0
clay|Menendez-Maceiras A.|ESP|Right-Handed|3.51|Martin A.|SVK|Right-Handed|1.28|0.0|3.0|-216.0|-8.0|0.0
clay|Monteiro T.|BRA|Left-Handed|1.51|Sousa J.|PRT|Right-Handed|2.52|0.0|-4.0|-154.0|4.0|-2.0
clay|Ivashka I.|BLR|Right-Handed|3.06|Martinez P.|ESP|Right-Handed|1.37|0.0|2.0|-8.0|8.0|8.0
clay|Otte O.|DEU|Right-Handed|2.38|Tabilo A.|CHL|Left-Handed|1.58|0.0|3.0|130.0|4.0|5.0
clay|Dellien H.|BOL|Right-Handed|1.39|Guinard M.|FRA|Right-Handed|3.05|0.0|6.0|336.0|-6.0|-16.0
clay|Ajdukovic D.|HRV|Right-Handed|2.03|Kolar Z.|CZE|Right-Handed|1.73|0.0|-2.0|-40.0|-1.0|0.0
clay|Rosol L.|CZE|Right-Handed|1.99|Horansky F.|SVK|Right-Handed|1.76|0.0|7.0|-89.0|6.0|2.0
clay|Gomez E.|ECU|Right-Handed|1.52|Torpegaard M.|DNK|Right-Handed|2.43|0.0|5.0|87.0|-3.0|-8.0
clay|Ruusuvuori E.|FIN|Right-Handed|1.2|Lopez F.|ESP|Left-Handed|4.51|0.0|-17.0|294.0|-9.0|0.0
clay|Humbert U.|FRA|Left-Handed|2.66|Andujar P.|ESP|Right-Handed|1.48|0.0|-12.0|281.0|-7.0|8.0
clay|Safiullin R.|RUS|Right-Handed|2.1|Ymer M.|SWE|Right-Handed|1.73|0.0|1.0|-290.0|0.0|2.0
clay|Shevchenko A.|KAZ|Right-Handed|1.65|Zekic M.|SRB|Right-Handed|2.17|0.0|-14.0|195.0|-9.0|0.0
clay|Lehecka J.|CZE|Right-Handed|1.49|Laaksonen H.|CHE|Right-Handed|2.61|0.0|-11.0|-2.0|2.0|-2.0
clay|Novak D.|AUT|Right-Handed|1.2|Karlovskiy E.|RUS|Right-Handed|4.19|0.0|-1.0|307.0|-5.0|-8.0
clay|Galan D.|COL|Right-Handed|1.13|Collarini A.|ARG|Left-Handed|5.57|0.0|-4.0|40.0|-8.0|6.0
clay|Barrientos N.|COL|Right-Handed|3.51|Jaziri M.|TUN|Right-Handed|1.28|0.0|-1.0|27.0|-6.0|-10.0
clay|Hoang A.|FRA|Right-Handed|2.39|Milojevic N.|SRB|Right-Handed|1.54|0.0|0.0|-59.0|0.0|-5.0
clay|Sonego L.|ITA|Right-Handed|1.49|Ymer E.|SWE|Right-Handed|2.64|0.0|-1.0|1027.0|-3.0|8.0
clay|Daniel T.|JPN|Right-Handed|1.99|Lajovic D.|SRB|Right-Handed|1.82|0.0|-3.0|-159.0|-3.0|8.0
clay|Krajinovic F.|SRB|Right-Handed|2.3|Goffin D.|BEL|Right-Handed|1.61|0.0|-2.0|88.0|5.0|5.0
clay|Machac T.|CZE|Right-Handed|1.13|Vrbensky M.|CZE|Right-Handed|5.69|0.0|0.0|231.0|8.0|3.0
