Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
Varioussurfaces|Djere L.|SRB|Right-Handed|1.19|Durasovic V.|NOR|Right-Handed|4.59|0.0|2.0|621.0|2.0|3.0
hard|Brancaccio R.|ITA|Right-Handed|1.7|Taberner C.|ESP|Right-Handed|2.07|0.0|0.0|-290.0|-6.0|0.0
Varioussurfaces|Rune H.|DNK|Right-Handed|1.04|Bhambri Y.|IND|Right-Handed|11.22|0.0|-12.0|2858.0|-7.0|0.0
Varioussurfaces|Zverev A.|DEU|Right-Handed|1.6|Wawrinka S.|CHE|Right-Handed|2.3|0.0|-10.0|2148.0|11.0|16.0
hard|Gaio F.|ITA|Right-Handed|2.58|Bourgue M.|FRA|Right-Handed|1.44|0.0|2.0|12.0|1.0|-8.0
Varioussurfaces|Chrysochos P.|CYP|Right-Handed|2.64|Mansouri S.|TUN|Right-Handed|1.44|0.0|-2.0|-180.0|-2.0|-8.0
indoors|Kolar Z.|CZE|Right-Handed|2.34|Muller A.|FRA|Right-Handed|1.57|0.0|-1.0|179.0|1.0|2.0
Varioussurfaces|Humbert U.|FRA|Left-Handed|2.17|Fucsovics M.|HUN|Right-Handed|1.66|0.0|-6.0|-164.0|-9.0|0.0
Varioussurfaces|Piros Z.|HUN|Right-Handed|3.45|Bonzi B.|FRA|Right-Handed|1.3|0.0|-2.0|-830.0|-8.0|-5.0
indoors|Safiullin R.|RUS|Right-Handed|1.24|Vatutin A.|RUS|Right-Handed|3.82|0.0|-4.0|381.0|6.0|7.0
