Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Lehecka J.|CZE|Right-Handed|1.39|Popko D.|KAZ|Right-Handed|2.92|0.0|-6.0|131.0|-7.0|-8.0
hard|Eysseric J.|FRA|Left-Handed|1.5|Pavlasek A.|CZE|Right-Handed|2.5|0.0|6.0|-148.0|4.0|-5.0
hard|Machac T.|CZE|Right-Handed|1.29|De Jong J.|NLD|Right-Handed|3.52|0.0|1.0|-14.0|3.0|3.0
hard|Marterer M.|DEU|Left-Handed|1.43|Kamke T.|DEU|Right-Handed|2.77|0.0|-8.0|128.0|8.0|13.0
hard|Hanfmann Y.|DEU|Right-Handed|1.41|Giannessi A.|ITA|Left-Handed|2.82|0.0|-1.0|186.0|4.0|8.0
indoors|Piros Z.|HUN|Right-Handed|2.04|Pospisil V.|CAN|Right-Handed|1.72|0.0|-10.0|-919.0|-20.0|-13.0
hard|Rinderknech A.|FRA|Right-Handed|2.11|Moutet C.|FRA|Left-Handed|1.73|0.0|3.0|414.0|18.0|21.0
hard|Daniel T.|JPN|Right-Handed|1.43|Caruso S.|ITA|Right-Handed|2.75|0.0|0.0|36.0|0.0|6.0
clay|Mansouri S.|TUN|Right-Handed|1.18|Donski A.|BGR|Right-Handed|3.57|0.0|4.0|181.0|6.0|5.0
hard|Milojevic N.|SRB|Right-Handed|2.78|Couacaud E.|FRA|Right-Handed|1.44|0.0|1.0|154.0|-2.0|5.0
hard|Tabilo A.|CHL|Left-Handed|1.52|Ymer E.|SWE|Right-Handed|2.47|0.0|-1.0|-18.0|-4.0|5.0
hard|Kukushkin M.|KAZ|Right-Handed|2.78|Escobedo E.|MEX|Right-Handed|1.43|0.0|5.0|105.0|-10.0|-2.0
hard|Gomez E.|ECU|Right-Handed|1.9|Fabbiano T.|ITA|Right-Handed|1.85|0.0|-3.0|1.0|11.0|12.0
hard|Kokkinakis T.|AUS|Right-Handed|2.35|Cilic M.|HRV|Right-Handed|1.58|0.0|-6.0|-1280.0|-5.0|-5.0
indoors|Andreev A.|BGR|Right-Handed|2.13|Furness E.|FRA|Right-Handed|1.66|0.0|-1.0|-87.0|0.0|10.0
hard|Gombos N.|SVK|Right-Handed|2.09|Ebden M.|AUS|Right-Handed|1.71|0.0|-3.0|477.0|5.0|5.0
