Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Djere L.|SRB|Right-Handed|3.32|Goffin D.|BEL|Right-Handed|1.32|0.0|-5.0|-173.0|12.0|8.0
hard|Gojowczyk P.|DEU|Right-Handed|2.82|Lehecka J.|CZE|Right-Handed|1.43|0.0|12.0|-283.0|3.0|5.0
clay|Domingues J.|PRT|Right-Handed|1.66|Lamasine T.|FRA|Right-Handed|2.1|0.0|2.0|88.0|1.0|-5.0
clay|Coppejans K.|BEL|Right-Handed|1.5|Lazarov A.|BGR|Right-Handed|2.43|0.0|4.0|286.0|-16.0|-11.0
hard|Duckworth J.|AUS|Right-Handed|3.08|Kokkinakis T.|AUS|Right-Handed|1.37|0.0|4.0|-75.0|-2.0|-10.0
hard|Donskoy E.|RUS|Right-Handed|1.64|Gunneswaran P.|IND|Left-Handed|2.18|0.0|0.0|178.0|-5.0|-3.0
hard|Hong S.|KOR|Right-Handed|1.54|Schoolkate T.|AUS|Right-Handed|2.32|0.0|7.0|59.0|-13.0|-8.0
hard|Millman J.|AUS|Right-Handed|1.57|Gaston H.|FRA|Left-Handed|2.36|0.0|9.0|-176.0|11.0|10.0
hard|Mannarino A.|FRA|Left-Handed|1.86|O'Connell C.|AUS|Right-Handed|1.94|0.0|7.0|260.0|1.0|-3.0
clay|Durasovic V.|NOR|Right-Handed|1.84|Nikles J.|CHE|Right-Handed|1.89|0.0|0.0|-19.0|12.0|15.0
clay|Cachin P.|ARG|Right-Handed|1.61|Trungelliti M.|ARG|Right-Handed|2.25|0.0|-5.0|280.0|-1.0|7.0
hard|Griekspoor T.|NLD|Right-Handed|2.45|Daniel T.|JPN|Right-Handed|1.53|0.0|-4.0|426.0|5.0|-3.0
