Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Diaz Acosta F.|ARG|Left-Handed|2.29|Cerundolo F.|ARG|Right-Handed|1.62|0.0|-1.0|-1124.0|-5.0|-2.0
indoors|Halys Q.|FRA|Right-Handed|1.27|Galarneau A.|CAN|Right-Handed|3.63|0.0|4.0|423.0|-1.0|11.0
indoors|Sinner J.|ITA|Right-Handed|1.1|Van De Zandschulp B.|NLD|Right-Handed|7.1|0.0|-4.0|2840.0|-7.0|0.0
clay|Lajovic D.|SRB|Right-Handed|2.17|Tabilo A.|CHL|Left-Handed|1.68|0.0|8.0|317.0|8.0|-5.0
indoors|De Minaur A.|AUS|Right-Handed|1.19|Goffin D.|BEL|Right-Handed|4.77|0.0|-9.0|1582.0|-1.0|3.0
clay|Baez S.|ARG|Right-Handed|1.24|Zapata Miralles B.|ESP|Right-Handed|4.06|0.0|-4.0|-31.0|-12.0|-13.0
indoors|Monfils G.|FRA|Right-Handed|2.36|Shapovalov D.|CAN|Left-Handed|1.58|0.0|10.0|-1128.0|10.0|8.0
clay|Etcheverry T.|ARG|Right-Handed|1.31|Galan D.|COL|Right-Handed|3.43|0.0|-3.0|926.0|10.0|5.0
indoors|Dimitrov G.|BGR|Right-Handed|1.2|Sonego L.|ITA|Right-Handed|4.53|0.0|6.0|495.0|5.0|0.0
indoors|Domingues J.|PRT|Right-Handed|2.15|Vrbensky M.|CZE|Right-Handed|1.62|0.0|8.0|144.0|5.0|-2.0
hard|Napolitano S.|ITA|Right-Handed|1.62|Sweeny D.|AUS|Right-Handed|2.21|0.0|6.0|40.0|27.0|26.0
indoors|Rune H.|DNK|Right-Handed|1.79|Safiullin R.|RUS|Right-Handed|2.01|0.0|-5.0|4162.0|-7.0|0.0
indoors|Guinard M.|FRA|Right-Handed|1.91|Gerasimov E.|BLR|Right-Handed|1.82|0.0|-5.0|-26.0|-5.0|0.0
indoors|Kuhn N.|DEU|Right-Handed|1.77|Celikbilek A.|TUR|Right-Handed|1.97|0.0|-3.0|-41.0|3.0|0.0
indoors|Raonic M.|CAN|Right-Handed|2.51|Bublik A.|KAZ|Right-Handed|1.52|0.0|6.0|-1319.0|21.0|-2.0
indoors|Ruusuvuori E.|FIN|Right-Handed|2.2|Humbert U.|FRA|Left-Handed|1.66|0.0|0.0|-332.0|6.0|0.0
hard|Kukushkin M.|KAZ|Right-Handed|1.71|Ritschard A.|CHE|Right-Handed|2.07|0.0|4.0|-122.0|-10.0|-10.0
