Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Zapata Miralles B.|ESP|Right-Handed|1.29|Sachko V.|UKR|Right-Handed|3.63|0.0|1.0|100.0|14.0|0.0
clay|Mannarino A.|FRA|Left-Handed|3.06|Krajinovic F.|SRB|Right-Handed|1.37|0.0|4.0|-569.0|4.0|-5.0
clay|Zeppieri G.|ITA|Left-Handed|1.31|Basilashvili N.|GEO|Right-Handed|3.33|0.0|-9.0|32.0|-1.0|0.0
clay|Ymer M.|SWE|Right-Handed|1.92|Gasquet R.|FRA|Right-Handed|1.88|0.0|-12.0|-851.0|-4.0|0.0
clay|Ugo Carabelli C.|ARG|Right-Handed|1.44|Uchida K.|JPN|Right-Handed|2.71|0.0|-7.0|108.0|9.0|5.0
clay|Kecmanovic M.|SRB|Right-Handed|1.1|Roca Batalla O.|ESP|Right-Handed|7.04|0.0|-5.0|147.0|0.0|10.0
clay|Collarini A.|ARG|Left-Handed|1.74|De Loore J.|BEL|Right-Handed|2.05|0.0|3.0|204.0|-6.0|-6.0
clay|Olivo R.|ARG|Right-Handed|1.67|Gomez E.|ECU|Right-Handed|2.23|0.0|-1.0|-150.0|-8.0|-5.0
clay|Goffin D.|BEL|Right-Handed|1.28|Lopez San Martin A.|ESP|Right-Handed|3.68|0.0|7.0|128.0|0.0|2.0
clay|Pouille L.|FRA|Right-Handed|4.23|Machac T.|CZE|Right-Handed|1.21|0.0|7.0|-60.0|11.0|2.0
clay|Jarry N.|CHL|Right-Handed|1.87|Lajovic D.|SRB|Right-Handed|1.92|0.0|-7.0|-848.0|7.0|15.0
clay|Silva F.|PRT|Left-Handed|1.73|Giustino L.|ITA|Right-Handed|2.06|0.0|-4.0|-52.0|-9.0|-2.0
clay|Martinez P.|ESP|Right-Handed|1.65|Coppejans K.|BEL|Right-Handed|2.19|0.0|-1.0|48.0|8.0|5.0
clay|Valkusz M.|HUN|Right-Handed|1.41|Bourgue M.|FRA|Right-Handed|2.72|0.0|-5.0|-268.0|-8.0|-5.0
clay|Rodriguez Taverna S.|ARG|Right-Handed|2.19|Sousa J.|PRT|Right-Handed|1.65|0.0|-10.0|-103.0|8.0|6.0
