Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
indoors|Musetti L.|ITA|Right-Handed|1.47|Zapata Miralles B.|ESP|Right-Handed|2.63|0.0|-5.0|738.0|-7.0|2.0
indoors|Pospisil V.|CAN|Right-Handed|1.43|Forejtek J.|CZE|Right-Handed|2.73|0.0|12.0|268.0|17.0|13.0
indoors|Sweeny D.|AUS|Right-Handed|1.27|Mott B.|AUS|Right-Handed|3.42|0.0|-5.0|-52.0|-14.0|-10.0
indoors|Rublev A.|RUS|Right-Handed|1.32|Ivashka I.|BLR|Right-Handed|3.36|0.0|-3.0|2750.0|-14.0|-5.0
hard|Marcora R.|ITA|Right-Handed|3.68|Verdasco F.|ESP|Left-Handed|1.26|0.0|-6.0|-144.0|-5.0|5.0
hard|Humbert U.|FRA|Left-Handed|1.16|Travaglia S.|ITA|Right-Handed|4.86|0.0|-7.0|-134.0|-7.0|3.0
hard|Majchrzak K.|POL|Right-Handed|1.64|Millman J.|AUS|Right-Handed|2.18|0.0|-7.0|-75.0|-1.0|-3.0
indoors|Halys Q.|FRA|Right-Handed|1.24|Ramanathan R.|IND|Right-Handed|3.86|0.0|-2.0|503.0|-2.0|3.0
hard|Marterer M.|DEU|Left-Handed|1.56|Coppejans K.|BEL|Right-Handed|2.34|0.0|0.0|-25.0|16.0|11.0
hard|Duckworth J.|AUS|Right-Handed|1.03|Chung H.|KOR|Left-Handed|11.15|0.0|4.0|104.0|6.0|13.0
hard|Barrere G.|FRA|Right-Handed|1.28|Rosol L.|CZE|Right-Handed|3.48|0.0|-7.0|139.0|-3.0|-10.0
indoors|Cerundolo F.|ARG|Right-Handed|1.44|Guinard M.|FRA|Right-Handed|2.77|0.0|-3.0|1025.0|-3.0|-11.0
