Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Guinard M.|FRA|Right-Handed|1.56|Vavassori A.|ITA|Right-Handed|2.34|0.0|-2.0|227.0|3.0|3.0
hard|Zverev A.|DEU|Right-Handed|1.16|Coric B.|HRV|Right-Handed|5.35|0.0|0.0|6666.0|5.0|10.0
hard|Sinner J.|ITA|Right-Handed|1.4|Ruusuvuori E.|FIN|Right-Handed|2.95|0.0|-1.0|2612.0|-3.0|0.0
clay|Schoolkate T.|AUS|Right-Handed|1.73|Sweeny D.|AUS|Right-Handed|1.99|0.0|-3.0|-4.0|15.0|13.0
hard|Kyrgios N.|AUS|Right-Handed|2.26|Rublev A.|RUS|Right-Handed|1.64|0.0|3.0|-4052.0|15.0|5.0
indoors|Halys Q.|FRA|Right-Handed|1.38|Bergs Z.|BEL|Right-Handed|2.9|0.0|3.0|125.0|-5.0|6.0
clay|Cuevas P.|URY|Right-Handed|1.41|Diez S.|CAN|Right-Handed|2.76|0.0|5.0|313.0|2.0|5.0
hard|Carreno-Busta P.|ESP|Right-Handed|1.48|Goffin D.|BEL|Right-Handed|2.65|0.0|0.0|16.0|8.0|8.0
hard|Fognini F.|ITA|Right-Handed|2.46|Daniel T.|JPN|Right-Handed|1.55|0.0|6.0|698.0|-1.0|-13.0
hard|Bublik A.|KAZ|Right-Handed|1.39|Galan D.|COL|Right-Handed|3.03|0.0|0.0|1037.0|5.0|7.0
indoors|Berankis R.|LTU|Right-Handed|1.29|Galarneau A.|CAN|Right-Handed|3.46|0.0|10.0|454.0|-2.0|-5.0
hard|Kokkinakis T.|AUS|Right-Handed|2.06|Schwartzman D.|ARG|Right-Handed|1.77|0.0|-2.0|-1960.0|20.0|23.0
clay|Moundir A.|MAR|Right-Handed|1.72|Ouahab L.|MAR|Right-Handed|2.02|0.0|-11.0|-10.0|8.0|6.0
indoors|Forejtek J.|CZE|Right-Handed|1.22|Jaziri M.|TUN|Right-Handed|4.1|0.0|-15.0|-72.0|-10.0|-5.0
clay|Valkusz M.|HUN|Right-Handed|2.62|Roca Batalla O.|ESP|Right-Handed|1.44|0.0|-7.0|-63.0|0.0|10.0
hard|Monfils G.|FRA|Right-Handed|1.24|Otte O.|DEU|Right-Handed|4.12|0.0|7.0|887.0|6.0|0.0
