Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Caruso S.|ITA|Right-Handed|2.92|Verdasco F.|ESP|Left-Handed|1.38|0.0|-7.0|-6.0|-10.0|-3.0
hard|Bolt A.|AUS|Left-Handed|2.26|Sweeny D.|AUS|Right-Handed|1.56|0.0|7.0|429.0|21.0|13.0
hard|Klein L.|SVK|Right-Handed|1.42|Geerts M.|BEL|Right-Handed|2.75|0.0|-1.0|28.0|12.0|15.0
clay|Valkusz M.|HUN|Right-Handed|1.56|Moroni G.|ITA|Right-Handed|2.34|0.0|-3.0|-70.0|-6.0|-2.0
clay|Carballes Baena R.|ESP|Right-Handed|1.18|Zekic M.|SRB|Right-Handed|4.58|0.0|-6.0|502.0|-2.0|-2.0
hard|Shapovalov D.|CAN|Left-Handed|1.07|Noguchi R.|JPN|Right-Handed|8.68|0.0|3.0|1578.0|12.0|17.0
indoors|Hurkacz H.|POL|Right-Handed|1.57|Bublik A.|KAZ|Right-Handed|2.4|0.0|-3.0|2130.0|4.0|-2.0
hard|Couacaud E.|FRA|Right-Handed|1.25|Saville L.|AUS|Right-Handed|3.75|0.0|-4.0|39.0|-5.0|-5.0
clay|Kopriva V.|CZE|Right-Handed|1.67|Kolar Z.|CZE|Right-Handed|2.12|0.0|-2.0|-162.0|-7.0|-7.0
indoors|Medvedev D.|RUS|Right-Handed|1.2|Ruusuvuori E.|FIN|Right-Handed|4.47|0.0|3.0|4169.0|4.0|10.0
hard|Kyrgios N.|AUS|Right-Handed|1.07|Majchrzak K.|POL|Right-Handed|8.38|0.0|3.0|1329.0|7.0|13.0
indoors|Khachanov K.|RUS|Right-Handed|1.79|Cilic M.|HRV|Right-Handed|2.02|0.0|-7.0|-505.0|-2.0|0.0
hard|Hijikata R.|AUS|Right-Handed|1.62|Svrcina D.|CZE|Right-Handed|2.22|0.0|1.0|22.0|0.0|0.0
indoors|Djokovic N.|SRB|Right-Handed|1.09|Van De Zandschulp B.|NLD|Right-Handed|7.51|0.0|8.0|2587.0|-3.0|-1.0
clay|Skatov T.|KAZ|Right-Handed|2.23|Taberner C.|ESP|Right-Handed|1.61|0.0|-3.0|-278.0|-5.0|-10.0
