Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
indoors|Shapovalov D.|CAN|Left-Handed|1.81|Gaston H.|FRA|Left-Handed|1.99|0.0|2.0|755.0|7.0|12.0
hard|Noguchi R.|JPN|Right-Handed|1.33|Mott B.|AUS|Right-Handed|3.19|0.0|-5.0|93.0|-14.0|-12.0
clay|Casanova H.|ARG|Right-Handed|1.63|Villanueva G.|ARG|Right-Handed|2.13|0.0|1.0|-27.0|6.0|3.0
hard|Saville L.|AUS|Right-Handed|2.67|Schoolkate T.|AUS|Right-Handed|1.44|0.0|11.0|223.0|5.0|5.0
clay|Cecchinato M.|ITA|Right-Handed|1.44|Andreozzi G.|ARG|Right-Handed|2.69|0.0|-2.0|337.0|0.0|2.0
indoors|Mayot H.|FRA|Right-Handed|1.89|Pouille L.|FRA|Right-Handed|1.91|0.0|-8.0|281.0|-13.0|-7.0
clay|Coria F.|ARG|Right-Handed|1.46|Olivo R.|ARG|Right-Handed|2.61|0.0|0.0|255.0|0.0|0.0
clay|Mager G.|ITA|Right-Handed|1.86|Giannessi A.|ITA|Left-Handed|1.88|0.0|-4.0|693.0|-5.0|3.0
clay|Ugo Carabelli C.|ARG|Right-Handed|1.32|Taberner C.|ESP|Right-Handed|3.27|0.0|-2.0|132.0|5.0|2.0
indoors|Molleker R.|DEU|Right-Handed|1.57|Klizan M.|SVK|Left-Handed|2.33|0.0|-10.0|-188.0|-10.0|-6.0
indoors|Rodionov J.|AUT|Left-Handed|1.79|Novak D.|AUT|Right-Handed|1.96|0.0|-4.0|174.0|6.0|8.0
