Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Domingues J.|PRT|Right-Handed|1.48|Mertens Y.|BEL|Right-Handed|2.49|0.0|-4.0|55.0|-2.0|-10.0
Varioussurfaces|Coric B.|HRV|Right-Handed|1.38|Thiem D.|AUT|Right-Handed|2.97|0.0|-1.0|1199.0|6.0|3.0
clay|Dellien H.|BOL|Right-Handed|1.54|Kicker N.|ARG|Right-Handed|2.42|0.0|2.0|128.0|0.0|2.0
indoors|Bellier A.|CHE|Left-Handed|1.8|Guinard M.|FRA|Right-Handed|1.97|0.0|0.0|-106.0|-1.0|0.0
hard|Hijikata R.|AUS|Right-Handed|1.62|Duckworth J.|AUS|Right-Handed|2.21|0.0|-10.0|-143.0|-14.0|-5.0
Varioussurfaces|Middelkoop M.|NLD|Right-Handed|1.33|Kovalik J.|SVK|Right-Handed|3.15|0.0|5.0|-95.0|3.0|8.0
indoors|Safiullin R.|RUS|Right-Handed|1.99|Pospisil V.|CAN|Right-Handed|1.76|0.0|-8.0|3.0|-13.0|-8.0
Varioussurfaces|Ruusuvuori E.|FIN|Right-Handed|1.33|Bagnis F.|ARG|Left-Handed|3.15|0.0|-9.0|346.0|-3.0|5.0
Varioussurfaces|Hong S.|KOR|Right-Handed|2.69|Bergs Z.|BEL|Right-Handed|1.45|0.0|2.0|-351.0|-18.0|-10.0
indoors|Trungelliti M.|ARG|Right-Handed|2.74|Zhang Z.|CHN|Right-Handed|1.43|0.0|6.0|-59.0|-9.0|-15.0
clay|Vavassori A.|ITA|Right-Handed|2.18|Ugo Carabelli C.|ARG|Right-Handed|1.66|0.0|4.0|-205.0|-5.0|8.0
indoors|Gakhov I.|RUS|Left-Handed|1.01|Olivetti A.|FRA|Right-Handed|1.01|0.0|-3.0|129.0|-24.0|-12.0
Varioussurfaces|Garin C.|CHL|Right-Handed|1.57|Bublik A.|KAZ|Right-Handed|2.35|0.0|1.0|-524.0|8.0|-13.0
indoors|Paire B.|FRA|Right-Handed|2.34|Grenier H.|FRA|Right-Handed|1.57|0.0|6.0|-187.0|-5.0|0.0
hard|Caruso S.|ITA|Right-Handed|1.84|Lopez San Martin A.|ESP|Right-Handed|1.85|0.0|5.0|288.0|10.0|7.0
indoors|Blancaneaux G.|FRA|Right-Handed|1.54|Vatutin A.|RUS|Right-Handed|2.43|0.0|-5.0|207.0|6.0|2.0
Varioussurfaces|Lehecka J.|CZE|Right-Handed|1.23|Sousa J.|PRT|Right-Handed|3.93|0.0|-13.0|73.0|6.0|-2.0
