Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Novak D.|AUT|Right-Handed|1.92|Gimeno Valero C.|ESP|Right-Handed|1.83|0.0|5.0|447.0|0.0|-5.0
clay|Djere L.|SRB|Right-Handed|2.08|Musetti L.|ITA|Right-Handed|1.73|0.0|6.0|180.0|7.0|3.0
clay|Goffin D.|BEL|Right-Handed|1.67|Carballes Baena R.|ESP|Right-Handed|2.21|0.0|3.0|43.0|-7.0|-3.0
clay|Kovalik J.|SVK|Right-Handed|1.38|Rosol L.|CZE|Right-Handed|2.93|0.0|-5.0|59.0|-1.0|-10.0
clay|Elias G.|PRT|Right-Handed|1.67|Piros Z.|HUN|Right-Handed|2.14|0.0|9.0|377.0|8.0|3.0
clay|Gakhov I.|RUS|Left-Handed|4.49|Forejtek J.|CZE|Right-Handed|1.19|0.0|6.0|58.0|9.0|11.0
clay|Rune H.|DNK|Right-Handed|1.17|Arnaboldi A.|ITA|Left-Handed|4.77|0.0|-17.0|544.0|-4.0|5.0
clay|Villanueva G.|ARG|Right-Handed|3.3|Rodriguez Taverna S.|ARG|Right-Handed|1.28|0.0|3.0|-113.0|-12.0|-16.0
clay|Giannessi A.|ITA|Left-Handed|2.93|O'Connell C.|AUS|Right-Handed|1.38|0.0|5.0|-73.0|4.0|2.0
clay|Coria F.|ARG|Right-Handed|1.63|Gasquet R.|FRA|Right-Handed|2.26|0.0|-5.0|142.0|-6.0|-3.0
clay|Kolar Z.|CZE|Right-Handed|1.97|Kuzmanov D.|BGR|Right-Handed|1.78|0.0|-4.0|-34.0|-1.0|-8.0
clay|Etcheverry T.|ARG|Right-Handed|1.61|Jarry N.|CHL|Right-Handed|2.23|0.0|-2.0|88.0|-8.0|-2.0
clay|Molcan A.|SVK|Left-Handed|1.91|Van De Zandschulp B.|NLD|Right-Handed|1.88|0.0|-3.0|-238.0|-10.0|-10.0
clay|Gombos N.|SVK|Right-Handed|1.59|Trungelliti M.|ARG|Right-Handed|2.28|0.0|-2.0|298.0|7.0|15.0
