Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Sousa J.|PRT|Right-Handed|2.48|Altmaier D.|DEU|Right-Handed|1.55|0.0|9.0|-265.0|-14.0|-6.0
clay|Schwartzman D.|ARG|Right-Handed|1.19|Galan D.|COL|Right-Handed|4.64|0.0|3.0|2261.0|-8.0|-21.0
hard|Majchrzak K.|POL|Right-Handed|1.66|Musetti L.|ITA|Right-Handed|2.23|0.0|4.0|-217.0|3.0|-5.0
hard|Ymer E.|SWE|Right-Handed|1.8|Travaglia S.|ITA|Right-Handed|2.04|0.0|-5.0|-334.0|-1.0|-2.0
hard|Ruusuvuori E.|FIN|Right-Handed|1.37|Vesely J.|CZE|Left-Handed|3.08|0.0|-5.0|-36.0|-15.0|-10.0
clay|Tabilo A.|CHL|Left-Handed|1.72|Taberner C.|ESP|Right-Handed|2.12|0.0|0.0|-224.0|-3.0|5.0
indoors|Ymer M.|SWE|Right-Handed|1.67|Gasquet R.|FRA|Right-Handed|2.21|0.0|-12.0|-59.0|-4.0|0.0
clay|Ramos-Vinolas A.|ESP|Left-Handed|2.29|Sonego L.|ITA|Right-Handed|1.63|0.0|9.0|-678.0|0.0|-3.0
indoors|Zverev A.|DEU|Right-Handed|1.2|Mannarino A.|FRA|Left-Handed|4.69|0.0|-7.0|6731.0|11.0|18.0
indoors|Rosol L.|CZE|Right-Handed|1.77|Ignatik U.|BLR|Right-Handed|1.95|0.0|4.0|223.0|1.0|10.0
