Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Etcheverry T.|ARG|Right-Handed|2.2|Marterer M.|DEU|Left-Handed|1.63|0.0|-3.0|790.0|-2.0|5.0
clay|Roca Batalla O.|ESP|Right-Handed|2.2|Geerts M.|BEL|Right-Handed|1.63|0.0|5.0|-26.0|2.0|-5.0
clay|Taberner C.|ESP|Right-Handed|1.4|Arnaboldi A.|ITA|Left-Handed|2.77|0.0|-12.0|118.0|6.0|3.0
hard|Lama G.|CHL|Right-Handed|4.58|Uchida K.|JPN|Right-Handed|1.19|0.0|0.0|-149.0|8.0|0.0
clay|De Jong J.|NLD|Right-Handed|2.2|Lopez San Martin A.|ESP|Right-Handed|1.63|0.0|-4.0|163.0|0.0|2.0
clay|Sakamoto P.|BRA|Right-Handed|2.29|Santillan A.|AUS|Right-Handed|1.57|0.0|4.0|-302.0|0.0|-2.0
clay|Cachin P.|ARG|Right-Handed|2.2|Brancaccio R.|ITA|Right-Handed|1.63|0.0|2.0|760.0|5.0|2.0
hard|Vukic A.|AUS|Right-Handed|2.68|Humbert U.|FRA|Left-Handed|1.48|0.0|2.0|-386.0|11.0|0.0
clay|De Loore J.|BEL|Right-Handed|2.41|Fognini F.|ITA|Right-Handed|1.53|0.0|-8.0|-372.0|7.0|13.0
clay|Zapata Miralles B.|ESP|Right-Handed|2.2|Dellien H.|BOL|Right-Handed|1.63|0.0|-5.0|513.0|7.0|3.0
clay|Rinderknech A.|FRA|Right-Handed|1.61|De Loore J.|BEL|Right-Handed|2.27|0.0|-1.0|586.0|0.0|5.0
clay|Kopriva V.|CZE|Right-Handed|2.2|Sachko V.|UKR|Right-Handed|1.63|0.0|-2.0|155.0|1.0|-5.0
clay|Skatov T.|KAZ|Right-Handed|2.2|Silva F.|PRT|Left-Handed|1.63|0.0|-6.0|205.0|-1.0|-5.0
clay|Kovalik J.|SVK|Right-Handed|2.2|Melzer G.|AUT|Left-Handed|1.63|0.0|0.0|59.0|2.0|-5.0
hard|Copil M.|ROU|Right-Handed|2.79|Casanova H.|ARG|Right-Handed|1.38|0.0|5.0|-16.0|11.0|15.0
clay|Popyrin A.|AUS|Right-Handed|2.77|Wawrinka S.|CHE|Right-Handed|1.45|0.0|-12.0|-129.0|-1.0|14.0
clay|Novak D.|AUT|Right-Handed|2.26|Monteiro T.|BRA|Left-Handed|1.62|0.0|-3.0|-177.0|2.0|0.0
hard|King D.|BRB|Right-Handed|1.27|Aguilar J.|CAN|Right-Handed|3.36|0.0|7.0|80.0|17.0|20.0
clay|Kuzmanov D.|BGR|Right-Handed|2.2|Mager G.|ITA|Right-Handed|1.63|0.0|1.0|-664.0|0.0|5.0
clay|Mena F.|ARG|Right-Handed|2.2|Mayot H.|FRA|Right-Handed|1.63|0.0|9.0|41.0|7.0|5.0
clay|Zverev A.|DEU|Right-Handed|1.23|Djere L.|SRB|Right-Handed|4.26|0.0|0.0|890.0|8.0|10.0
clay|Wessels L.|DEU|Right-Handed|2.2|Langer N.|DEU|Right-Handed|1.63|0.0|-9.0|17.0|13.0|5.0
clay|Martinez P.|ESP|Right-Handed|2.2|Piros Z.|HUN|Right-Handed|1.63|0.0|3.0|-75.0|8.0|5.0
clay|Travaglia S.|ITA|Right-Handed|2.2|Trungelliti M.|ARG|Right-Handed|1.63|0.0|-1.0|-46.0|2.0|7.0
clay|Bagnis F.|ARG|Left-Handed|1.45|Gakhov I.|RUS|Left-Handed|2.68|0.0|6.0|195.0|2.0|-8.0
