Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Lopez San Martin A.|ESP|Right-Handed|2.26|Alvarez Varona N.|ESP|Right-Handed|1.57|0.0|2.0|-3.0|-10.0|-10.0
clay|Agamenone F.|ITA|Right-Handed|1.56|Molleker R.|DEU|Right-Handed|2.34|0.0|7.0|175.0|7.0|3.0
clay|Cachin P.|ARG|Right-Handed|1.63|Klein L.|SVK|Right-Handed|2.2|0.0|3.0|195.0|-8.0|-8.0
clay|Rinderknech A.|FRA|Right-Handed|1.21|Sachko V.|UKR|Right-Handed|4.06|0.0|2.0|843.0|18.0|13.0
clay|Ymer M.|SWE|Right-Handed|1.36|Arnaboldi A.|ITA|Left-Handed|2.99|0.0|-13.0|447.0|3.0|3.0
clay|Zhang Z.|CHN|Right-Handed|1.66|Geerts M.|BEL|Right-Handed|2.14|0.0|1.0|82.0|14.0|15.0
clay|Lajovic D.|SRB|Right-Handed|1.45|Svrcina D.|CZE|Right-Handed|2.64|0.0|12.0|634.0|15.0|5.0
clay|Cecchinato M.|ITA|Right-Handed|1.8|Kovalik J.|SVK|Right-Handed|1.94|0.0|-2.0|124.0|-4.0|2.0
clay|Marterer M.|DEU|Left-Handed|1.41|Andreev A.|BGR|Right-Handed|2.78|0.0|4.0|161.0|18.0|11.0
clay|Coria F.|ARG|Right-Handed|1.32|Blancaneaux G.|FRA|Right-Handed|3.25|0.0|7.0|545.0|-2.0|0.0
hard|Celikbilek A.|TUR|Right-Handed|1.51|Olivo R.|ARG|Right-Handed|2.45|0.0|-5.0|-73.0|-1.0|5.0
clay|Moraing M.|DEU|Left-Handed|2.36|Travaglia S.|ITA|Right-Handed|1.55|0.0|-1.0|-373.0|4.0|13.0
clay|Bagnis F.|ARG|Left-Handed|1.55|Diaz Acosta F.|ARG|Left-Handed|2.36|0.0|12.0|452.0|9.0|0.0
clay|Melzer G.|AUT|Left-Handed|1.36|Menendez-Maceiras A.|ESP|Right-Handed|3.02|0.0|-5.0|82.0|5.0|5.0
hard|Barrere G.|FRA|Right-Handed|1.4|Domingues J.|PRT|Right-Handed|2.81|0.0|-1.0|-23.0|10.0|5.0
clay|Janvier M.|FRA|Right-Handed|3.84|Galan D.|COL|Right-Handed|1.24|0.0|-1.0|-109.0|8.0|2.0
hard|Grenier H.|FRA|Right-Handed|1.3|Sousa P.|PRT|Right-Handed|3.31|0.0|-10.0|-255.0|15.0|16.0
clay|Novak D.|AUT|Right-Handed|1.59|Gakhov I.|RUS|Left-Handed|2.32|0.0|0.0|218.0|0.0|-8.0
hard|O'Connell C.|AUS|Right-Handed|1.4|Jasika O.|AUS|Left-Handed|2.8|0.0|0.0|309.0|18.0|0.0
clay|Durasovic V.|NOR|Right-Handed|1.56|Mukund S.|IND|Right-Handed|2.34|0.0|-1.0|-31.0|2.0|0.0
grass|Djokovic N.|SRB|Right-Handed|1.11|Sinner J.|ITA|Right-Handed|6.93|0.0|12.0|3585.0|4.0|-1.0
clay|Zuk K.|POL|Right-Handed|1.9|Elias G.|PRT|Right-Handed|1.85|0.0|-9.0|-79.0|2.0|0.0
clay|Mena F.|ARG|Right-Handed|1.25|Krstin P.|SRB|Right-Handed|3.77|0.0|3.0|164.0|-2.0|0.0
hard|Donskoy E.|RUS|Right-Handed|1.79|Uchiyama Y.|JPN|Right-Handed|1.96|0.0|1.0|-218.0|-3.0|2.0
hard|Nishioka Y.|JPN|Left-Handed|1.46|Kuznetsov A.|RUS|Right-Handed|2.63|0.0|-5.0|273.0|-7.0|-15.0
clay|Serdarusic N.|HRV|Right-Handed|1.87|Ajdukovic D.|HRV|Right-Handed|1.87|0.0|4.0|28.0|10.0|6.0
hard|Silva F.|PRT|Left-Handed|2.25|Lestienne C.|FRA|Right-Handed|1.6|0.0|-1.0|-89.0|-3.0|-2.0
clay|Zapata Miralles B.|ESP|Right-Handed|1.73|Kopriva V.|CZE|Right-Handed|2.02|0.0|3.0|283.0|13.0|5.0
clay|Zhang Z.|CHN|Right-Handed|1.06|Wang C.|CHN|Right-Handed|7.36|0.0|9.0|211.0|21.0|15.0
clay|Quiroz R.|ECU|Left-Handed|1.31|Pervolarakis M.|GRC|Right-Handed|3.32|0.0|7.0|62.0|-2.0|0.0
clay|Moutet C.|FRA|Left-Handed|1.65|Ymer E.|SWE|Right-Handed|2.15|0.0|-2.0|12.0|-11.0|-8.0
