Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|De Minaur A.|AUS|Right-Handed|1.09|Laaksonen H.|CHE|Right-Handed|7.9|0.0|-9.0|1151.0|-9.0|-2.0
hard|Ymer E.|SWE|Right-Handed|1.4|Uchida K.|JPN|Right-Handed|2.83|0.0|-4.0|116.0|5.0|3.0
hard|Janowicz J.|POL|Right-Handed|2.2|Seyboth Wild T.|BRA|Right-Handed|1.63|0.0|7.0|-113.0|16.0|18.0
hard|Kyrgios N.|AUS|Right-Handed|1.22|Davidovich Fokina A.|ESP|Right-Handed|4.3|0.0|4.0|175.0|5.0|10.0
hard|Thompson J.|AUS|Right-Handed|1.53|Jarry N.|CHL|Right-Handed|2.41|0.0|2.0|-32.0|-8.0|-15.0
hard|Coric B.|HRV|Right-Handed|2.39|Musetti L.|ITA|Right-Handed|1.58|0.0|6.0|-937.0|10.0|3.0
hard|Haase R.|NLD|Right-Handed|2.67|Zuk K.|POL|Right-Handed|1.44|0.0|11.0|-163.0|-1.0|8.0
hard|Ymer M.|SWE|Right-Handed|1.2|Guinard M.|FRA|Right-Handed|4.32|0.0|-1.0|46.0|-6.0|-13.0
hard|Kecmanovic M.|SRB|Right-Handed|2.14|Carreno-Busta P.|ESP|Right-Handed|1.71|0.0|-7.0|331.0|-3.0|-5.0
hard|Shapovalov D.|CAN|Left-Handed|2.09|Dimitrov G.|BGR|Right-Handed|1.75|0.0|-6.0|-250.0|-6.0|-6.0
hard|Andujar P.|ESP|Right-Handed|1.59|Sachko V.|UKR|Right-Handed|2.26|0.0|11.0|365.0|12.0|-3.0
clay|Carballes Baena R.|ESP|Right-Handed|1.12|Villanueva G.|ARG|Right-Handed|5.63|0.0|2.0|437.0|7.0|8.0
hard|Vesely J.|CZE|Left-Handed|1.61|Ritschard A.|CHE|Right-Handed|2.22|0.0|0.0|499.0|12.0|5.0
hard|Berankis R.|LTU|Right-Handed|1.33|Escobedo E.|MEX|Right-Handed|3.18|0.0|5.0|215.0|-5.0|-10.0
hard|Marchenko I.|UKR|Right-Handed|1.52|Kirkin E.|TUR|Right-Handed|2.43|0.0|11.0|346.0|9.0|5.0
hard|Fognini F.|ITA|Right-Handed|1.98|Ramos-Vinolas A.|ESP|Left-Handed|1.84|0.0|2.0|-329.0|3.0|-10.0
hard|Koepfer D.|DEU|Left-Handed|1.42|Piros Z.|HUN|Right-Handed|2.74|0.0|5.0|311.0|11.0|0.0
hard|Sinner J.|ITA|Right-Handed|1.2|Kokkinakis T.|AUS|Right-Handed|4.56|0.0|-5.0|2313.0|-8.0|-5.0
