Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Santillan A.|AUS|Right-Handed|1.45|Li Z.|CHN|Right-Handed|2.53|0.0|-9.0|136.0|1.0|-5.0
clay|Haase R.|NLD|Right-Handed|1.4|Baldi F.|ITA|Right-Handed|2.75|0.0|8.0|-4.0|-3.0|8.0
hard|Mukund S.|IND|Right-Handed|1.81|Pervolarakis M.|GRC|Right-Handed|1.88|0.0|1.0|59.0|-12.0|-8.0
clay|Alcaraz C.|ESP|Right-Handed|1.09|Khachanov K.|RUS|Right-Handed|7.73|0.0|-7.0|3028.0|-15.0|-13.0
clay|Djokovic N.|SRB|Right-Handed|1.07|Schwartzman D.|ARG|Right-Handed|9.04|0.0|5.0|6155.0|16.0|17.0
clay|Molleker R.|DEU|Right-Handed|1.99|Diez S.|CAN|Right-Handed|1.74|0.0|-8.0|66.0|-1.0|10.0
clay|Hemery C.|FRA|Right-Handed|1.08|Kadhe A.|IND|Right-Handed|1.42|0.0|-1.0|404.0|0.0|6.0
clay|Peliwo F.|POL|Right-Handed|2.91|Durasovic V.|NOR|Right-Handed|1.36|0.0|3.0|-73.0|-8.0|-5.0
clay|Zverev A.|DEU|Right-Handed|1.06|Zapata Miralles B.|ESP|Right-Handed|10.75|0.0|1.0|6600.0|8.0|15.0
clay|Klein L.|SVK|Right-Handed|1.69|Bergs Z.|BEL|Right-Handed|2.1|0.0|0.0|-131.0|2.0|8.0
clay|Pellegrino A.|ITA|Right-Handed|1.92|Collarini A.|ARG|Left-Handed|1.83|0.0|-5.0|-182.0|1.0|0.0
