Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Purcell M.|AUS|Right-Handed|1.24|Mukund S.|IND|Right-Handed|3.9|0.0|-1.0|122.0|-3.0|0.0
hard|Nishioka Y.|JPN|Left-Handed|1.33|Otte O.|DEU|Right-Handed|3.31|0.0|-1.0|566.0|-15.0|-23.0
clay|Carballes Baena R.|ESP|Right-Handed|2.22|Ramos-Vinolas A.|ESP|Left-Handed|1.66|0.0|-5.0|-220.0|1.0|-5.0
clay|Lajovic D.|SRB|Right-Handed|2.65|Baez S.|ARG|Right-Handed|1.48|0.0|11.0|-534.0|13.0|13.0
clay|Diaz Acosta F.|ARG|Left-Handed|2.45|Coria F.|ARG|Right-Handed|1.55|0.0|-10.0|-564.0|0.0|3.0
clay|Ugo Carabelli C.|ARG|Right-Handed|1.63|Galan D.|COL|Right-Handed|2.27|0.0|-4.0|49.0|11.0|-6.0
hard|Mannarino A.|FRA|Left-Handed|1.4|Altmaier D.|DEU|Right-Handed|2.96|0.0|9.0|232.0|-9.0|-11.0
indoors|Tsitsipas S.|GRC|Right-Handed|1.15|Ruusuvuori E.|FIN|Right-Handed|5.3|0.0|1.0|5094.0|10.0|5.0
clay|Munar J.|ESP|Right-Handed|1.51|Pella G.|ARG|Left-Handed|2.53|0.0|-7.0|747.0|-3.0|0.0
indoors|Moraing M.|DEU|Left-Handed|4.54|Pospisil V.|CAN|Right-Handed|1.19|0.0|-3.0|-319.0|-4.0|5.0
hard|Kuzmanov D.|BGR|Right-Handed|1.71|Ramanathan R.|IND|Right-Handed|2.07|0.0|0.0|241.0|-3.0|5.0
indoors|Berrettini J.|ITA|Right-Handed|2.63|Sousa P.|PRT|Right-Handed|1.43|0.0|-9.0|-72.0|15.0|11.0
indoors|Griekspoor T.|NLD|Right-Handed|1.83|Ymer M.|SWE|Right-Handed|1.97|0.0|2.0|48.0|10.0|5.0
clay|Cerundolo F.|ARG|Right-Handed|1.6|Hanfmann Y.|DEU|Right-Handed|2.31|0.0|-9.0|946.0|-8.0|-8.0
hard|Muller A.|FRA|Right-Handed|1.17|Roca Batalla O.|ESP|Right-Handed|4.59|0.0|-4.0|170.0|0.0|10.0
hard|Giustino L.|ITA|Right-Handed|1.41|Safwat M.|EGY|Right-Handed|2.8|0.0|1.0|36.0|0.0|0.0
indoors|Medvedev D.|RUS|Right-Handed|1.16|Davidovich Fokina A.|ESP|Right-Handed|5.23|0.0|3.0|1405.0|3.0|15.0
clay|Etcheverry T.|ARG|Right-Handed|2.08|Dellien H.|BOL|Right-Handed|1.75|0.0|-7.0|150.0|7.0|16.0
hard|Machac T.|CZE|Right-Handed|1.2|Giannessi A.|ITA|Left-Handed|4.21|0.0|-10.0|178.0|-9.0|-2.0
