Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Haase R.|NLD|Right-Handed|1.52|Martin A.|SVK|Right-Handed|2.48|0.0|1.0|-330.0|-6.0|8.0
hard|Etcheverry T.|ARG|Right-Handed|2.04|Coppejans K.|BEL|Right-Handed|1.74|0.0|-3.0|-110.0|14.0|16.0
hard|Sweeny D.|AUS|Right-Handed|2.5|Barrere G.|FRA|Right-Handed|1.5|0.0|-7.0|-471.0|-17.0|-13.0
hard|Horansky F.|SVK|Right-Handed|1.91|Torpegaard M.|DNK|Right-Handed|1.85|0.0|2.0|31.0|-7.0|-2.0
hard|Gunneswaran P.|IND|Left-Handed|2.66|Galan D.|COL|Right-Handed|1.46|0.0|5.0|102.0|8.0|-3.0
hard|Skatov T.|KAZ|Right-Handed|3.05|Grenier H.|FRA|Right-Handed|1.36|0.0|-3.0|-9.0|-12.0|-23.0
hard|Vilella Martinez M.|ESP|Right-Handed|1.2|Sela D.|ISR|Right-Handed|4.46|0.0|-9.0|73.0|9.0|3.0
hard|Elias G.|PRT|Right-Handed|1.68|Gulbis E.|LVA|Right-Handed|2.14|0.0|-2.0|87.0|-9.0|-8.0
hard|Purcell M.|AUS|Right-Handed|1.45|Donskoy E.|RUS|Right-Handed|2.67|0.0|-7.0|-81.0|0.0|0.0
hard|Sonego L.|ITA|Right-Handed|1.46|Gaston H.|FRA|Left-Handed|2.68|0.0|2.0|906.0|8.0|18.0
hard|Goffin D.|BEL|Right-Handed|1.69|Bagnis F.|ARG|Left-Handed|2.16|0.0|-1.0|393.0|-12.0|-3.0
hard|Watanuki Y.|JPN|Right-Handed|1.79|Marchenko I.|UKR|Right-Handed|1.98|0.0|-10.0|-179.0|-19.0|-5.0
hard|Silva F.|PRT|Left-Handed|1.72|Soeda G.|JPN|Right-Handed|2.08|0.0|-8.0|-273.0|1.0|0.0
hard|Marterer M.|DEU|Left-Handed|1.49|Serdarusic N.|HRV|Right-Handed|2.52|0.0|0.0|85.0|-1.0|0.0
indoors|Andreev A.|BGR|Right-Handed|2.24|Geerts M.|BEL|Right-Handed|1.57|0.0|-2.0|-31.0|-7.0|2.0
hard|Moutet C.|FRA|Left-Handed|1.49|Carballes Baena R.|ESP|Right-Handed|2.54|0.0|-5.0|-40.0|-9.0|-8.0
hard|Rodionov J.|AUT|Left-Handed|1.39|Janvier M.|FRA|Right-Handed|2.93|0.0|-3.0|302.0|6.0|-2.0
hard|Kubler J.|AUS|Right-Handed|1.42|Giustino L.|ITA|Right-Handed|2.77|0.0|-2.0|-233.0|-9.0|-2.0
indoors|Gojo B.|HRV|Right-Handed|1.32|Istomin D.|UZB|Right-Handed|3.2|0.0|-12.0|18.0|5.0|8.0
hard|Baez S.|ARG|Right-Handed|2.04|Altmaier D.|DEU|Right-Handed|1.74|0.0|-3.0|-30.0|-18.0|-21.0
hard|Cachin P.|ARG|Right-Handed|4.15|Cerundolo F.|ARG|Right-Handed|1.22|0.0|5.0|-478.0|-1.0|0.0
indoors|Ritschard A.|CHE|Right-Handed|1.49|Napolitano S.|ITA|Right-Handed|2.51|0.0|1.0|2.0|-8.0|-3.0
hard|Popko D.|KAZ|Right-Handed|2.39|Zapata Miralles B.|ESP|Right-Handed|1.55|0.0|1.0|-298.0|5.0|8.0
hard|Van Rijthoven T.|NLD|Right-Handed|1.42|Mena F.|ARG|Right-Handed|2.78|0.0|-5.0|-226.0|11.0|5.0
hard|Lestienne C.|FRA|Right-Handed|1.47|Pellegrino A.|ITA|Right-Handed|2.6|0.0|3.0|139.0|-4.0|-5.0
hard|Nishioka Y.|JPN|Left-Handed|1.24|Saville L.|AUS|Right-Handed|3.87|0.0|-3.0|582.0|-19.0|-18.0
hard|Hijikata R.|AUS|Right-Handed|1.64|Bourgue M.|FRA|Right-Handed|2.22|0.0|-6.0|-246.0|-15.0|-10.0
hard|Munar J.|ESP|Right-Handed|2.12|Millman J.|AUS|Right-Handed|1.73|0.0|-6.0|48.0|-3.0|0.0
hard|O'Connell C.|AUS|Right-Handed|1.69|Travaglia S.|ITA|Right-Handed|2.11|0.0|-4.0|-365.0|-2.0|-2.0
hard|Ilhan M.|TUR|Right-Handed|1.84|Pavlasek A.|CZE|Right-Handed|1.84|0.0|8.0|-266.0|4.0|6.0
hard|Trungelliti M.|ARG|Right-Handed|1.67|Lacko L.|SVK|Right-Handed|2.15|0.0|-3.0|42.0|-9.0|-10.0
hard|Vukic A.|AUS|Right-Handed|2.05|Bublik A.|KAZ|Right-Handed|1.79|0.0|-1.0|-1098.0|7.0|-10.0
hard|Fabbiano T.|ITA|Right-Handed|1.56|Seyboth Wild T.|BRA|Right-Handed|2.37|0.0|11.0|-279.0|-8.0|-12.0
hard|Sachko V.|UKR|Right-Handed|2.36|Bergs Z.|BEL|Right-Handed|1.56|0.0|1.0|-320.0|-15.0|-2.0
hard|Fognini F.|ITA|Right-Handed|1.43|Altmaier D.|DEU|Right-Handed|2.74|0.0|11.0|702.0|-9.0|-13.0
hard|Ymer E.|SWE|Right-Handed|1.47|Kovalik J.|SVK|Right-Handed|2.62|0.0|-5.0|-104.0|-3.0|0.0
