Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
grass|Sinner J.|ITA|Right-Handed|3.2|Alcaraz C.|ESP|Right-Handed|1.36|0.0|3.0|-1705.0|4.0|3.0
clay|Marterer M.|DEU|Left-Handed|1.8|Domingues J.|PRT|Right-Handed|2.05|0.0|-3.0|27.0|14.0|13.0
clay|Carballes Baena R.|ESP|Right-Handed|1.8|Agamenone F.|ITA|Right-Handed|2.05|0.0|-1.0|256.0|-5.0|-5.0
clay|Ramos-Vinolas A.|ESP|Left-Handed|1.8|Monteiro T.|BRA|Left-Handed|2.05|0.0|4.0|437.0|-2.0|5.0
clay|Rinderknech A.|FRA|Right-Handed|1.8|Guinard M.|FRA|Right-Handed|2.05|0.0|2.0|472.0|5.0|0.0
clay|Coria F.|ARG|Right-Handed|1.8|Forejtek J.|CZE|Right-Handed|2.05|0.0|10.0|745.0|2.0|0.0
grass|Djokovic N.|SRB|Right-Handed|1.05|Van Rijthoven T.|NLD|Right-Handed|11.14|0.0|10.0|6224.0|-9.0|-1.0
clay|Krajinovic F.|SRB|Right-Handed|1.8|Martinez P.|ESP|Right-Handed|2.05|0.0|4.0|290.0|-1.0|0.0
clay|Etcheverry T.|ARG|Right-Handed|1.8|Cecchinato M.|ITA|Right-Handed|2.05|0.0|-5.0|275.0|4.0|11.0
clay|Andujar P.|ESP|Right-Handed|1.8|Olivo R.|ARG|Right-Handed|2.05|0.0|5.0|229.0|7.0|0.0
clay|Ajdukovic D.|HRV|Right-Handed|1.8|Zapata Miralles B.|ESP|Right-Handed|2.05|0.0|-3.0|-423.0|-7.0|2.0
clay|Elias G.|PRT|Right-Handed|1.8|Haase R.|NLD|Right-Handed|2.05|0.0|-2.0|242.0|-1.0|-8.0
clay|Delbonis F.|ARG|Left-Handed|1.8|Piros Z.|HUN|Right-Handed|2.05|0.0|10.0|598.0|22.0|13.0
clay|Munar J.|ESP|Right-Handed|1.8|Kolar Z.|CZE|Right-Handed|2.05|0.0|1.0|277.0|0.0|-2.0
clay|Vatutin A.|RUS|Right-Handed|1.42|Lamasine T.|FRA|Right-Handed|2.63|0.0|1.0|44.0|0.0|-5.0
hard|Bellucci T.|BRA|Left-Handed|1.84|Istomin D.|UZB|Right-Handed|1.87|0.0|-2.0|-23.0|-3.0|0.0
hard|Lestienne C.|FRA|Right-Handed|1.67|Gomez E.|ECU|Right-Handed|2.12|0.0|-3.0|-141.0|-4.0|-5.0
clay|Serdarusic N.|HRV|Right-Handed|1.8|Hanfmann Y.|DEU|Right-Handed|2.05|0.0|-4.0|-367.0|-1.0|-2.0
clay|Halys Q.|FRA|Right-Handed|1.8|Otte O.|DEU|Right-Handed|2.05|0.0|-1.0|-468.0|-1.0|-2.0
clay|Griekspoor T.|NLD|Right-Handed|1.8|Travaglia S.|ITA|Right-Handed|2.05|0.0|-5.0|370.0|5.0|3.0
clay|Moraing M.|DEU|Left-Handed|1.8|Taberner C.|ESP|Right-Handed|2.05|0.0|5.0|-344.0|6.0|15.0
clay|Horansky F.|SVK|Right-Handed|1.8|Blancaneaux G.|FRA|Right-Handed|2.05|0.0|5.0|86.0|2.0|11.0
