Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Musetti L.|ITA|Right-Handed|1.14|Galan D.|COL|Right-Handed|5.87|0.0|-6.0|1571.0|3.0|-6.0
clay|Khachanov K.|RUS|Right-Handed|1.12|Nagal S.|IND|Right-Handed|6.27|0.0|1.0|2875.0|18.0|20.0
clay|Shevchenko A.|KAZ|Right-Handed|1.57|Karatsev A.|RUS|Right-Handed|2.4|0.0|-8.0|-186.0|-15.0|0.0
clay|Lajovic D.|SRB|Right-Handed|1.63|Safiullin R.|RUS|Right-Handed|2.29|0.0|8.0|176.0|8.0|-2.0
hard|Galarneau A.|CAN|Right-Handed|1.27|Moriya H.|JPN|Right-Handed|3.63|0.0|-8.0|125.0|14.0|12.0
clay|Zverev A.|DEU|Right-Handed|1.31|Nadal R.|ESP|Left-Handed|3.5|0.0|-10.0|-3505.0|5.0|13.0
clay|Olivieri G.|ARG|Right-Handed|1.85|Pacheco Mendez R.|MEX|Left-Handed|1.88|0.0|7.0|233.0|0.0|-13.0
clay|Kecmanovic M.|SRB|Right-Handed|1.84|Monteiro T.|BRA|Left-Handed|1.97|0.0|-5.0|481.0|-3.0|0.0
clay|Tsitsipas S.|GRC|Right-Handed|1.11|Fucsovics M.|HUN|Right-Handed|6.84|0.0|-5.0|4313.0|7.0|5.0
clay|Berrettini J.|ITA|Right-Handed|1.9|Rodriguez Taverna S.|ARG|Right-Handed|1.83|0.0|2.0|-268.0|3.0|0.0
clay|Fognini F.|ITA|Right-Handed|2.68|Van De Zandschulp B.|NLD|Right-Handed|1.47|0.0|9.0|-468.0|-4.0|-10.0
clay|Monfils G.|FRA|Right-Handed|2.27|Seyboth Wild T.|BRA|Right-Handed|1.64|0.0|11.0|-336.0|7.0|8.0
clay|Medvedev D.|RUS|Right-Handed|1.2|Koepfer D.|DEU|Left-Handed|4.55|0.0|-1.0|5652.0|4.0|18.0
clay|Cerundolo F.|ARG|Right-Handed|1.32|Hanfmann Y.|DEU|Right-Handed|3.39|0.0|-9.0|636.0|-8.0|-8.0
