Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Bonadio R.|ITA|Right-Handed|1.61|Janvier M.|FRA|Right-Handed|2.23|0.0|3.0|53.0|1.0|-13.0
clay|Moutet C.|FRA|Left-Handed|2.32|Wawrinka S.|CHE|Right-Handed|1.62|0.0|-13.0|247.0|-11.0|-7.0
clay|Olivo R.|ARG|Right-Handed|1.8|Sachko V.|UKR|Right-Handed|1.95|0.0|6.0|289.0|5.0|-3.0
clay|Gojo B.|HRV|Right-Handed|1.74|Giannessi A.|ITA|Left-Handed|2.1|0.0|-7.0|-85.0|8.0|11.0
clay|Fucsovics M.|HUN|Right-Handed|1.33|Blancaneaux G.|FRA|Right-Handed|3.36|0.0|6.0|660.0|7.0|8.0
clay|Nadal R.|ESP|Left-Handed|1.01|Thompson J.|AUS|Right-Handed|22.09|0.0|9.0|4777.0|3.0|2.0
clay|Djokovic N.|SRB|Right-Handed|1.01|Nishioka Y.|JPN|Left-Handed|24.72|0.0|8.0|8006.0|16.0|17.0
clay|Pellegrino A.|ITA|Right-Handed|1.65|Giustino L.|ITA|Right-Handed|2.17|0.0|-6.0|-286.0|-2.0|5.0
clay|Kecmanovic M.|SRB|Right-Handed|1.11|Etcheverry T.|ARG|Right-Handed|7.01|0.0|1.0|606.0|-7.0|-13.0
clay|Ymer M.|SWE|Right-Handed|1.32|Duckworth J.|AUS|Right-Handed|3.43|0.0|-8.0|-176.0|-7.0|0.0
clay|Cachin P.|ARG|Right-Handed|1.5|Gombos N.|SVK|Right-Handed|2.63|0.0|-3.0|-139.0|-8.0|-8.0
clay|Cilic M.|HRV|Right-Handed|1.05|Balazs A.|HUN|Right-Handed|12.0|0.0|1.0|1488.0|11.0|18.0
clay|Collarini A.|ARG|Left-Handed|1.88|Rosol L.|CZE|Right-Handed|1.83|0.0|-5.0|47.0|-3.0|-8.0
clay|Baez S.|ARG|Right-Handed|1.32|Lajovic D.|SRB|Right-Handed|3.43|0.0|-11.0|282.0|-13.0|-13.0
