Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Kokkinakis T.|AUS|Right-Handed|1.28|Basilashvili N.|GEO|Right-Handed|3.47|0.0|-3.0|53.0|5.0|8.0
hard|Purcell M.|AUS|Right-Handed|1.73|Berankis R.|LTU|Right-Handed|2.05|0.0|-8.0|212.0|-2.0|10.0
clay|Gakhov I.|RUS|Left-Handed|1.33|Mayot H.|FRA|Right-Handed|3.1|0.0|6.0|204.0|9.0|13.0
clay|Agamenone F.|ITA|Right-Handed|2.28|Gaston H.|FRA|Left-Handed|1.59|0.0|7.0|-157.0|14.0|15.0
hard|Donskoy E.|RUS|Right-Handed|1.76|Masur D.|DEU|Right-Handed|2.0|0.0|5.0|140.0|-3.0|2.0
hard|Gomez E.|ECU|Right-Handed|1.67|Celikbilek A.|TUR|Right-Handed|2.13|0.0|6.0|266.0|9.0|0.0
clay|Gaio F.|ITA|Right-Handed|2.64|Kuzmanov D.|BGR|Right-Handed|1.45|0.0|1.0|88.0|7.0|-13.0
clay|Tsitsipas S.|GRC|Right-Handed|1.16|Zapata Miralles B.|ESP|Right-Handed|5.41|0.0|-1.0|4237.0|7.0|10.0
clay|Alcaraz C.|ESP|Right-Handed|1.23|Zverev A.|DEU|Right-Handed|4.2|0.0|-7.0|4630.0|-18.0|-13.0
hard|Duckworth J.|AUS|Right-Handed|1.33|Jasika O.|AUS|Left-Handed|3.19|0.0|5.0|315.0|22.0|0.0
clay|Khachanov K.|RUS|Right-Handed|2.64|Rublev A.|RUS|Right-Handed|1.49|0.0|2.0|-1425.0|17.0|10.0
hard|Chung Y.|KOR|Right-Handed|1.96|Uchida K.|JPN|Right-Handed|1.78|0.0|-5.0|-252.0|4.0|-2.0
clay|Kopriva V.|CZE|Right-Handed|1.54|Sachko V.|UKR|Right-Handed|2.37|0.0|-2.0|160.0|1.0|-5.0
hard|Saville L.|AUS|Right-Handed|2.13|Gojowczyk P.|DEU|Right-Handed|1.68|0.0|-3.0|-259.0|0.0|0.0
hard|Vukic A.|AUS|Right-Handed|1.32|Shimabukuro S.|JPN|Right-Handed|3.22|0.0|3.0|252.0|9.0|5.0
clay|Klein L.|SVK|Right-Handed|2.04|Valkusz M.|HUN|Right-Handed|1.73|0.0|1.0|314.0|10.0|10.0
clay|Giannessi A.|ITA|Left-Handed|1.21|Erler A.|AUT|Right-Handed|4.09|0.0|7.0|108.0|-1.0|-8.0
clay|Mager G.|ITA|Right-Handed|1.61|Caruso S.|ITA|Right-Handed|2.19|0.0|-2.0|489.0|-3.0|3.0
clay|Karatsev A.|RUS|Right-Handed|3.56|Medvedev D.|RUS|Right-Handed|1.31|0.0|2.0|-4743.0|2.0|-13.0
hard|Polmans M.|AUS|Right-Handed|1.72|Shimizu Y.|JPN|Left-Handed|2.06|0.0|4.0|352.0|16.0|25.0
clay|Kolar Z.|CZE|Right-Handed|1.44|Bellier A.|CHE|Left-Handed|2.68|0.0|0.0|190.0|-4.0|-11.0
clay|Koepfer D.|DEU|Left-Handed|1.78|Delbonis F.|ARG|Left-Handed|1.96|0.0|-5.0|-34.0|-11.0|-13.0
clay|Bublik A.|KAZ|Right-Handed|1.45|Bonadio R.|ITA|Right-Handed|2.56|0.0|-2.0|540.0|-4.0|18.0
clay|Gombos N.|SVK|Right-Handed|2.41|Piros Z.|HUN|Right-Handed|1.53|0.0|7.0|398.0|17.0|13.0
clay|Diez S.|CAN|Right-Handed|1.37|Barrientos N.|COL|Right-Handed|2.81|0.0|-4.0|45.0|1.0|0.0
clay|Coric B.|HRV|Right-Handed|2.48|Davidovich Fokina A.|ESP|Right-Handed|1.54|0.0|3.0|795.0|5.0|5.0
clay|Travaglia S.|ITA|Right-Handed|2.41|Pellegrino A.|ITA|Right-Handed|1.51|0.0|5.0|457.0|-1.0|0.0
clay|Zeppieri G.|ITA|Left-Handed|2.29|Vavassori A.|ITA|Right-Handed|1.58|0.0|-5.0|120.0|0.0|-8.0
clay|Altmaier D.|DEU|Right-Handed|2.36|Munar J.|ESP|Right-Handed|1.6|0.0|-1.0|-33.0|12.0|8.0
clay|Goffin D.|BEL|Right-Handed|1.6|Paire B.|FRA|Right-Handed|2.24|0.0|1.0|238.0|-10.0|-16.0
