Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
indoors|Kukushkin M.|KAZ|Right-Handed|1.94|Travaglia S.|ITA|Right-Handed|1.82|0.0|2.0|-379.0|-8.0|-2.0
indoors|Watanuki Y.|JPN|Right-Handed|1.4|Chung Y.|KOR|Right-Handed|2.85|0.0|0.0|128.0|-15.0|2.0
indoors|Kolar Z.|CZE|Right-Handed|1.52|Ito T.|JPN|Right-Handed|2.43|0.0|-8.0|141.0|1.0|5.0
clay|Diaz Acosta F.|ARG|Left-Handed|1.12|Villanueva G.|ARG|Right-Handed|5.73|0.0|-6.0|-68.0|3.0|8.0
indoors|Karlovskiy E.|RUS|Right-Handed|2.44|Ritschard A.|CHE|Right-Handed|1.52|0.0|-1.0|-36.0|3.0|-2.0
indoors|Hanfmann Y.|DEU|Right-Handed|1.28|Andujar P.|ESP|Right-Handed|3.51|0.0|-5.0|-68.0|6.0|13.0
indoors|Ramanathan R.|IND|Right-Handed|2.15|Uchida K.|JPN|Right-Handed|1.67|0.0|-1.0|-184.0|6.0|8.0
indoors|Kuzmanov D.|BGR|Right-Handed|2.79|Gaston H.|FRA|Left-Handed|1.41|0.0|6.0|-328.0|9.0|20.0
indoors|Gomez E.|ECU|Right-Handed|1.26|Mejia N.|COL|Right-Handed|3.65|0.0|8.0|340.0|4.0|0.0
clay|Seyboth Wild T.|BRA|Right-Handed|2.74|Agamenone F.|ITA|Right-Handed|1.43|0.0|-6.0|99.0|-4.0|-3.0
indoors|Shimabukuro S.|JPN|Right-Handed|1.74|Uchiyama Y.|JPN|Right-Handed|2.03|0.0|-8.0|-29.0|-3.0|0.0
indoors|Celikbilek A.|TUR|Right-Handed|2.98|Kotov P.|RUS|Right-Handed|1.37|0.0|3.0|-282.0|-14.0|-6.0
