Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
Varioussurfaces|Shimabukuro S.|JPN|Right-Handed|1.65|Istomin D.|UZB|Right-Handed|2.16|0.0|-14.0|-79.0|-10.0|-5.0
clay|Brancaccio R.|ITA|Right-Handed|2.42|Delbonis F.|ARG|Left-Handed|1.52|0.0|-8.0|-266.0|-18.0|-10.0
indoors|Gojowczyk P.|DEU|Right-Handed|2.21|Barrere G.|FRA|Right-Handed|1.62|0.0|4.0|231.0|3.0|5.0
Varioussurfaces|Pervolarakis M.|GRC|Right-Handed|2.28|Mansouri S.|TUN|Right-Handed|1.57|0.0|-3.0|-74.0|4.0|0.0
indoors|Thiem D.|AUT|Right-Handed|1.18|Andreev A.|BGR|Right-Handed|4.69|0.0|5.0|83.0|13.0|5.0
Varioussurfaces|Ruud C.|NOR|Right-Handed|1.03|Gunneswaran P.|IND|Left-Handed|11.09|0.0|-7.0|4417.0|-3.0|-5.0
indoors|Gaston H.|FRA|Left-Handed|1.59|Paire B.|FRA|Right-Handed|2.27|0.0|-8.0|391.0|-12.0|-23.0
Varioussurfaces|Sinner J.|ITA|Right-Handed|1.11|Cerundolo F.|ARG|Right-Handed|6.56|0.0|1.0|1620.0|-2.0|3.0
clay|Shevchenko A.|KAZ|Right-Handed|3.25|Carballes Baena R.|ESP|Right-Handed|1.32|0.0|-8.0|-307.0|-7.0|2.0
hard|Rosol L.|CZE|Right-Handed|2.01|Lokoli L.|FRA|Right-Handed|1.75|0.0|8.0|-2.0|5.0|5.0
Varioussurfaces|Borges N.|PRT|Right-Handed|1.86|Monteiro T.|BRA|Left-Handed|1.86|0.0|-4.0|-208.0|-3.0|2.0
Varioussurfaces|Durasovic V.|NOR|Right-Handed|2.02|Ramanathan R.|IND|Right-Handed|1.74|0.0|-4.0|-89.0|0.0|-3.0
Varioussurfaces|Machac T.|CZE|Right-Handed|1.07|Leshem E.|ISR|Right-Handed|7.81|0.0|-4.0|257.0|3.0|0.0
Varioussurfaces|Goffin D.|BEL|Right-Handed|1.53|Otte O.|DEU|Right-Handed|2.42|0.0|4.0|-300.0|-9.0|-13.0
indoors|Humbert U.|FRA|Left-Handed|1.28|Brouwer G.|NLD|Left-Handed|3.55|0.0|-1.0|105.0|1.0|-3.0
Varioussurfaces|Molcan A.|SVK|Left-Handed|1.12|Copil M.|ROU|Right-Handed|5.79|0.0|-9.0|412.0|-14.0|-15.0
Varioussurfaces|Berrettini M.|ITA|Right-Handed|1.12|Baez S.|ARG|Right-Handed|6.19|0.0|4.0|1117.0|25.0|26.0
hard|Blancaneaux G.|FRA|Right-Handed|1.7|Mayot H.|FRA|Right-Handed|2.09|0.0|3.0|207.0|4.0|2.0
