Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Sinner J.|ITA|Right-Handed|1.08|Shevchenko A.|KAZ|Right-Handed|8.29|0.0|2.0|2868.0|6.0|3.0
clay|Medvedev D.|RUS|Right-Handed|1.33|Ruusuvuori E.|FIN|Right-Handed|3.37|0.0|3.0|4373.0|4.0|10.0
clay|Djokovic N.|SRB|Right-Handed|1.15|Dimitrov G.|BGR|Right-Handed|5.59|0.0|4.0|5650.0|-1.0|-4.0
clay|Napolitano S.|ITA|Right-Handed|1.02|Golubev A.|KAZ|Right-Handed|4.9|0.0|-7.0|-282.0|11.0|13.0
clay|Djere L.|SRB|Right-Handed|1.77|Garin C.|CHL|Right-Handed|2.06|0.0|-1.0|102.0|-3.0|3.0
hard|Vukic A.|AUS|Right-Handed|1.97|Purcell M.|AUS|Right-Handed|1.78|0.0|1.0|-277.0|9.0|3.0
clay|Zverev A.|DEU|Right-Handed|1.21|Goffin D.|BEL|Right-Handed|4.44|0.0|-5.0|1060.0|20.0|18.0
clay|Shimabukuro S.|JPN|Right-Handed|1.57|Bolt A.|AUS|Left-Handed|2.3|0.0|-6.0|-322.0|-9.0|0.0
clay|Tabilo A.|CHL|Left-Handed|1.54|Paire B.|FRA|Right-Handed|2.4|0.0|-6.0|-63.0|-5.0|-8.0
clay|Andreozzi G.|ARG|Right-Handed|1.46|Verdasco F.|ESP|Left-Handed|2.58|0.0|-6.0|-85.0|-12.0|-5.0
clay|Ruud C.|NOR|Right-Handed|1.16|Bublik A.|KAZ|Right-Handed|5.4|0.0|-2.0|4285.0|0.0|-15.0
clay|Rune H.|DNK|Right-Handed|1.19|Fognini F.|ITA|Right-Handed|4.84|0.0|-16.0|3397.0|-11.0|7.0
clay|Tsitsipas S.|GRC|Right-Handed|1.11|Borges N.|PRT|Right-Handed|7.01|0.0|-1.0|4302.0|14.0|8.0
clay|Cerundolo F.|ARG|Right-Handed|1.34|Barrere G.|FRA|Right-Handed|3.29|0.0|-7.0|387.0|-2.0|2.0
clay|Popyrin A.|AUS|Right-Handed|1.79|Safiullin R.|RUS|Right-Handed|2.04|0.0|0.0|140.0|3.0|11.0
